track,frame,x,y,class,width,height,confidence
1,6,565,487,car,135,125,0.9635227024555206
2,6,541,347,car,82,59,0.9625195066134135
3,6,582,284,car,72,51,0.7966798742612203
4,6,692,331,car,67,59,0.8782444596290588
1,7,563,502,car,142,131,0.9363082732473101
2,7,540,353,car,81,59,0.9612284983907428
3,7,580,293,car,60,42,0.8029874903815133
4,7,693,335,car,70,62,0.8845542669296265
1,8,559,518,car,152,141,0.9376408830285072
2,8,536,357,car,83,60,0.9634724110364914
3,8,579,295,car,63,45,0.8125631362199783
4,8,694,340,car,71,63,0.8837587684392929
1,9,553,533,car,163,153,0.9293487601810031
2,9,533,363,car,84,62,0.9651580784055922
3,9,578,297,car,63,45,0.8085788355933295
4,9,696,345,car,76,68,0.8882032897737291
5,9,1806,395,car,69,98,0.881961723168691
1,10,548,549,car,177,168,0.8867209434509278
2,10,532,367,car,85,63,0.9670302391052246
3,10,577,302,car,58,41,0.8008590042591095
4,10,698,349,car,78,71,0.8817032814025879
5,10,1774,386,car,72,94,0.8944645183426994
1,11,540,570,car,185,175,0.8868394873358987
2,11,529,373,car,87,64,0.9668480157852173
3,11,576,304,car,61,44,0.7965882854028181
4,11,698,354,car,79,71,0.8667343746532093
5,11,1746,379,car,76,92,0.905233658850193
1,12,529,594,car,195,186,0.8885402083396912
2,12,524,379,car,88,65,0.9684555679559708
3,12,575,310,car,59,43,0.7855595250924429
4,12,701,361,car,81,73,0.8627724746863047
5,12,1718,373,car,80,90,0.9118053780661689
1,13,516,623,car,210,201,0.8948319829427279
2,13,520,386,car,93,68,0.968712329864502
3,13,573,313,car,62,45,0.791097145814162
4,13,704,366,car,85,77,0.8642887473106384
5,13,1689,366,car,82,86,0.9193629205226899
1,14,503,651,car,225,216,0.8984782653195518
2,14,512,393,car,94,70,0.9685766696929932
3,14,572,316,car,63,46,0.7975591250828334
4,14,703,374,car,83,76,0.8537077222551618
5,14,1662,362,car,84,83,0.9238642616705461
1,15,483,685,car,246,238,0.900614615281423
2,15,506,402,car,98,73,0.9697680552800496
3,15,568,319,car,65,48,0.8050634702046712
4,15,700,382,car,87,80,0.849777897198995
5,15,1636,355,car,87,82,0.9276785602172216
8,15,1821,476,car,64,104,0.912206788857778
1,16,459,726,car,260,253,0.9051356390118599
2,16,497,410,car,103,78,0.9695425741374493
3,16,565,325,car,62,46,0.8094928748905659
4,16,697,388,car,92,84,0.8527769483625889
5,16,1609,351,car,88,78,0.9320044471667364
8,16,1796,467,car,70,101,0.9240585310118539
1,17,432,775,car,292,286,0.9086916481747347
2,17,488,420,car,105,80,0.970168881556567
3,17,562,327,car,68,50,0.8040381950490615
4,17,695,395,car,98,92,0.8515794732991386
5,17,1584,346,car,92,78,0.9360910483769008
8,17,1767,459,car,74,97,0.9328739643096924
1,18,400,831,car,328,324,0.9114739530616336
2,18,479,428,car,109,83,0.9710869656668769
3,18,558,331,car,66,50,0.7936615182293786
4,18,694,402,car,102,97,0.8550274338987138
5,18,1559,342,car,93,76,0.9390316406885783
8,18,1737,451,car,78,94,0.939882410897149
10,18,578,294,car,65,50,0.6707351307074229
1,19,359,885,car,347,342,0.9154403680249265
2,19,472,438,car,116,89,0.9719137800367255
3,19,555,336,car,67,51,0.8001161625510768
4,19,693,414,car,101,96,0.8561226443240517
5,19,1537,336,car,94,74,0.9418873228132725
8,19,1712,442,car,85,94,0.9453488230705261
10,19,576,296,car,68,53,0.7004659942218235
1,20,310,926,car,328,312,0.9178276181221008
2,20,463,448,car,115,88,0.9725158482789993
3,20,552,339,car,68,52,0.7955626815557479
4,20,691,422,car,106,102,0.8621412307024002
5,20,1515,332,car,92,71,0.9426398768144495
8,20,1687,435,car,87,89,0.9500052549622275
10,20,575,300,car,65,50,0.7188395708799362
1,21,263,966,car,283,250,0.9180714204197838
2,21,453,460,car,123,95,0.9719088332993644
3,21,549,344,car,68,53,0.800580430598486
4,21,691,430,car,106,102,0.8619758628663563
5,21,1494,327,car,89,67,0.9426600734392802
8,21,1663,427,car,90,86,0.9537674486637115
10,21,574,304,car,64,50,0.7314937048488193
1,22,245,993,car,290,255,0.9180714204197838
2,22,441,472,car,125,98,0.9708865257826719
