track,frame,x,y,class,width,height
1,6,1826,1280,car,212,123
1,7,1790,1275,car,215,125
1,8,1753,1270,car,219,127
1,9,1712,1264,car,232,135
1,10,1671,1259,car,238,139
1,11,1627,1251,car,252,147
1,12,1586,1247,car,262,153
1,13,1539,1244,car,276,162
1,14,1490,1242,car,287,168
1,15,1436,1239,car,304,177
1,16,1378,1236,car,317,184
1,17,1312,1234,car,333,192
1,18,1243,1231,car,361,208
1,19,1168,1230,car,385,221
1,20,1081,1231,car,420,239
5,20,2021,1317,car,172,98
1,21,983,1232,car,460,260
5,21,1993,1311,car,185,105
1,22,871,1235,car,507,284
5,22,1962,1306,car,197,112
1,23,744,1239,car,565,315
5,23,1932,1299,car,199,113
1,24,587,1243,car,623,341
5,24,1901,1293,car,196,111
1,25,432,1249,car,708,387
5,25,1868,1287,car,206,117
1,26,322,1249,car,772,434
5,26,1839,1282,car,212,121
1,27,213,1249,car,783,464
5,27,1804,1276,car,219,125
1,28,136,1248,car,812,481
5,28,1768,1272,car,230,131
5,29,1735,1266,car,233,132
5,30,1696,1261,car,237,134
5,31,1655,1252,car,253,143
5,32,1613,1247,car,266,151
5,33,1569,1243,car,272,154
5,34,1522,1240,car,284,160
5,35,1473,1236,car,296,165
5,36,1420,1233,car,309,171
5,37,1364,1229,car,326,180
5,38,1299,1227,car,343,188
5,39,1228,1224,car,369,200
5,40,1148,1224,car,393,211
5,41,1063,1225,car,425,226
5,42,970,1225,car,463,245
5,43,859,1227,car,520,273
5,44,730,1228,car,578,302
5,45,565,1232,car,645,331
5,46,423,1236,car,718,369
5,47,314,1237,car,796,422
5,48,208,1233,car,760,425
5,49,132,1231,car,787,439
6,58,2029,1301,car,175,103
6,59,2000,1296,car,179,105
6,60,1973,1291,car,188,110
6,61,1943,1285,car,190,111
6,62,1913,1278,car,198,116
6,63,1883,1274,car,204,120
6,64,1851,1269,car,209,123
6,65,1818,1262,car,221,130
6,66,1788,1258,car,225,133
6,67,1753,1252,car,233,138
6,68,1715,1246,car,236,140
6,69,1680,1241,car,247,148
6,70,1642,1234,car,255,152
6,71,1600,1227,car,262,156
6,72,1560,1220,car,272,162
6,73,1516,1215,car,284,169
6,74,1471,1212,car,292,173
6,75,1422,1206,car,310,184
6,76,1371,1204,car,316,186
6,77,1313,1197,car,342,202
6,78,1253,1193,car,371,219
6,79,1188,1190,car,389,229
6,80,1118,1189,car,411,240
6,81,1038,1188,car,441,257
6,82,951,1188,car,472,275
6,83,853,1189,car,507,293
6,84,744,1190,car,560,321
6,85,616,1187,car,622,354
6,86,463,1190,car,690,389
6,87,360,1195,car,760,436
6,88,271,1194,car,788,468
6,89,174,1195,car,751,474
6,90,101,1193,car,777,490
7,166,998,1389,car,459,473
7,167,1136,1376,car,425,424
7,168,1246,1367,car,403,391
7,169,1342,1359,car,381,359
7,170,1423,1352,car,358,328
7,171,1491,1349,car,335,300
7,172,1558,1345,car,317,276
7,173,1620,1343,car,309,265
7,174,1675,1342,car,295,249
7,175,1725,1341,car,284,237
7,176,1771,1339,car,283,234
7,177,1815,1340,car,268,220
7,178,1856,1342,car,258,210
7,179,1894,1345,car,248,200
7,180,1928,1349,car,238,190
7,181,1962,1353,car,226,179
7,182,1996,1358,car,218,171
7,183,2025,1359,car,209,162
7,184,2053,1361,car,204,156
7,185,2082,1363,car,203,156
7,186,2102,1366,car,190,146
7,187,2139,1368,car,177,135
8,228,2049,1320,car,159,98
8,229,2022,1313,car,161,98
8,230,1992,1309,car,166,100
8,231,1962,1303,car,189,113
8,232,1932,1299,car,192,114
8,233,1899,1293,car,203,120
8,234,1866,1287,car,211,124
8,235,1835,1281,car,219,128
8,236,1798,1276,car,220,128
8,237,1762,1270,car,232,135
8,238,1723,1265,car,243,140
8,239,1683,1259,car,254,146
8,240,1641,1251,car,270,154
8,241,1597,1244,car,288,164
8,242,1554,1241,car,298,169
8,243,1504,1237,car,308,172
8,244,1451,1236,car,322,179
8,245,1395,1232,car,340,188
8,246,1331,1227,car,354,194
8,247,1266,1223,car,386,210
8,248,1192,1224,car,414,223
8,249,1111,1224,car,447,239
8,250,1018,1224,car,480,253
9,250,2042,1311,car,152,106
8,251,912,1225,car,543,287
9,251,2013,1305,car,167,115
8,252,789,1225,car,591,308
9,252,1984,1300,car,165,114
8,253,652,1220,car,623,317
