track,frame,x,y,class,width,height,confidence
1,6,1629,650,car,308,267,0.9899404346942902
2,6,1389,442,car,227,176,0.9883389870325724
3,6,1098,168,car,134,110,0.9535488982995352
1,7,1630,651,car,306,265,0.9899090358189174
2,7,1389,442,car,228,176,0.9886992658887591
3,7,1098,169,car,134,110,0.9544355017798287
1,8,1630,651,car,308,267,0.9898298308253288
2,8,1390,442,car,228,176,0.9889468401670456
3,8,1098,169,car,133,110,0.9549732953310013
1,9,1630,650,car,311,268,0.9897110793325636
2,9,1389,443,car,227,176,0.9891406761275398
3,9,1098,169,car,132,109,0.9554972516165839
1,10,1630,649,car,313,270,0.9896792292594909
2,10,1389,443,car,227,176,0.9892443597316742
3,10,1098,169,car,134,110,0.9559689879417419
1,11,1631,651,car,310,267,0.9897691986777566
2,11,1389,443,car,227,175,0.9895235245878046
3,11,1098,169,car,133,109,0.9569408351724799
1,12,1631,649,car,307,264,0.9898214191198349
2,12,1390,443,car,227,175,0.9895241459210714
3,12,1098,169,car,134,110,0.9578188558419546
1,13,1630,650,car,307,263,0.989928254714379
2,13,1390,443,car,228,176,0.9892692978565509
3,13,1099,169,car,133,110,0.9584190570391141
1,14,1630,650,car,308,265,0.990004015820367
2,14,1390,443,car,228,176,0.9889383316040039
3,14,1098,169,car,135,111,0.9586758187838963
1,15,1630,649,car,309,266,0.9900705496470134
2,15,1390,443,car,228,176,0.9888271967569987
3,15,1098,169,car,133,110,0.9595215837160747
1,16,1630,650,car,312,268,0.9901318587362766
2,16,1389,442,car,228,176,0.9888514317572117
3,16,1098,169,car,134,110,0.9603939428925514
1,17,1629,650,car,315,270,0.9902175629840178
2,17,1390,442,car,228,177,0.9887770835091086
3,17,1099,169,car,134,110,0.961172945359174
1,18,1629,651,car,315,271,0.9902739591068692
2,18,1390,443,car,229,177,0.9888807932535807
3,18,1099,169,car,134,111,0.9618517458438873
1,19,1629,650,car,315,271,0.9903544658108762
2,19,1390,443,car,229,177,0.9889808203044691
3,19,1099,168,car,134,111,0.9625048668761003
1,20,1630,651,car,314,270,0.9904157400131226
2,20,1390,442,car,229,177,0.9890624791383743
3,20,1099,168,car,134,111,0.9631679207086563
1,21,1630,651,car,315,271,0.9904658794403076
2,21,1390,443,car,229,177,0.9890524319240025
3,21,1098,168,car,134,111,0.9633975937252953
1,22,1630,650,car,313,269,0.990493200042031
2,22,1390,443,car,229,177,0.9891278960488059
3,22,1099,168,car,134,111,0.9637556292793967
1,23,1630,651,car,311,268,0.9905093804649685
2,23,1390,443,car,229,178,0.9891941495563673
3,23,1099,168,car,134,111,0.9638699707777604
1,24,1630,650,car,309,265,0.9905289833744367
2,24,1390,443,car,229,178,0.989288218319416
3,24,1099,169,car,133,110,0.9639956429600716
1,25,1630,650,car,307,263,0.990561888217926
2,25,1389,442,car,228,177,0.9893834185600281
3,25,1099,169,car,133,110,0.9640250134468079
1,26,1630,650,car,306,263,0.9905919203391442
2,26,1389,442,car,228,177,0.9894893513276026
3,26,1099,169,car,132,110,0.9639809269171494
1,27,1631,650,car,306,262,0.9906209972169664
2,27,1390,443,car,227,176,0.9895953823018957
3,27,1099,169,car,132,109,0.9641048025201868
1,28,1631,650,car,305,262,0.99064773108278
2,28,1390,443,car,227,176,0.9896725394896099
