track,frame,x,y,class,width,height
1,6,404,515,car,165,59
1,7,445,516,car,159,57
1,8,482,514,car,163,58
1,9,521,513,car,164,58
1,10,559,516,car,162,58
3,10,527,289,car,106,60
1,11,599,517,car,162,58
3,11,549,285,car,103,58
1,12,639,517,car,164,58
3,12,572,281,car,98,55
1,13,677,518,car,169,60
3,13,594,279,car,97,55
1,14,715,521,car,173,62
3,14,613,277,car,97,55
1,15,753,523,car,168,60
3,15,633,273,car,93,53
1,16,791,523,car,172,62
3,16,652,269,car,92,52
1,17,831,523,car,177,64
3,17,670,266,car,92,53
1,18,868,525,car,169,61
3,18,691,263,car,90,52
5,18,288,330,car,97,41
1,19,907,527,car,176,63
5,19,320,323,car,91,39
1,20,947,527,car,178,64
5,20,350,317,car,89,38
1,21,987,529,car,182,66
5,21,379,311,car,94,40
1,22,1026,532,car,185,67
5,22,408,306,car,88,38
1,23,1064,537,car,182,66
5,23,436,303,car,86,37
1,24,1104,540,car,178,65
5,24,461,299,car,81,35
1,25,1144,545,car,180,65
5,25,487,295,car,82,36
1,26,1183,547,car,188,69
5,26,512,292,car,80,35
1,27,1212,549,car,187,70
5,27,535,288,car,79,35
1,28,1232,550,car,177,69
5,28,557,283,car,77,35
1,29,1252,554,car,165,68
5,29,579,279,car,73,33
1,30,1286,556,car,166,69
5,30,601,274,car,72,33
5,31,622,269,car,70,33
5,32,642,267,car,68,32
9,32,285,323,car,118,51
5,33,660,264,car,64,30
9,33,317,318,car,119,52
5,34,684,260,car,63,29
9,34,348,311,car,113,49
9,35,378,308,car,112,49
9,36,408,304,car,105,46
9,37,437,299,car,105,46
9,38,463,295,car,105,46
9,39,489,290,car,104,46
9,40,514,285,car,97,43
9,41,538,281,car,101,45
9,42,561,277,car,94,42
10,42,198,487,car,143,67
9,43,583,272,car,91,41
10,43,233,489,car,140,64
9,44,604,267,car,87,39
10,44,262,489,car,146,66
9,45,625,264,car,86,38
10,45,290,488,car,151,68
9,46,651,260,car,84,37
10,46,322,488,car,152,68
10,47,351,489,car,153,68
10,48,382,489,car,157,69
10,49,413,488,car,158,69
10,50,445,489,car,156,67
10,51,475,488,car,162,69
10,52,506,488,car,163,70
10,53,540,489,car,161,68
10,54,570,489,car,161,68
10,55,601,489,car,166,70
10,56,632,490,car,170,71
10,57,664,492,car,172,71
10,58,694,494,car,171,71
10,59,725,495,car,176,73
14,59,313,318,car,98,42
10,60,757,497,car,180,75
14,60,346,313,car,98,42
10,61,791,498,car,182,76
14,61,378,307,car,94,41
10,62,824,499,car,188,79
14,62,409,303,car,92,40
10,63,855,500,car,182,76
14,63,437,298,car,91,39
10,64,888,502,car,187,79
14,64,464,292,car,92,41
10,65,922,503,car,190,80
14,65,491,287,car,91,40
10,66,955,506,car,191,81
14,66,517,283,car,86,38
10,67,990,509,car,182,77
14,67,543,279,car,81,36
10,68,1023,512,car,191,81
14,68,566,277,car,80,35
10,69,1057,516,car,193,82
14,69,588,273,car,83,37
10,70,1089,520,car,193,82
14,70,610,269,car,77,35
10,71,1122,523,car,197,84
14,71,631,267,car,77,35
10,72,1155,525,car,202,87
