track,frame,x,y,class,width,height,confidence
1,6,1826,1280,car,212,123,0.9723272621631622
2,6,424,761,car,147,81,0.9051088690757751
3,6,554,806,car,223,101,0.8708504935105642
4,6,343,705,car,216,105,0.7722995579242706
6,6,755,1189,car,731,384,0.7175069153308868
1,7,1790,1275,car,215,125,0.9740210430962699
2,7,423,762,car,147,81,0.9041421157973153
3,7,554,806,car,223,102,0.8762969630105155
4,7,345,705,car,217,105,0.7739267178944179
6,7,603,1188,car,805,421,0.7198343617575509
1,8,1753,1270,car,219,127,0.975439578294754
2,8,424,762,car,147,81,0.9047661647200584
3,8,554,806,car,225,102,0.8811884373426437
4,8,342,705,car,215,104,0.776310384273529
6,8,466,1187,car,882,462,0.7122969850897789
1,9,1712,1264,car,232,135,0.9762111968464322
2,9,424,763,car,146,80,0.9060550133387247
3,9,554,806,car,225,103,0.8859298626581827
4,9,341,705,car,214,104,0.7783597906430563
6,9,371,1187,car,931,488,0.7122969850897789
1,10,1671,1259,car,238,139,0.9740512251853943
2,10,425,762,car,142,78,0.9066764712333679
3,10,555,806,car,222,101,0.8892803728580475
4,10,341,704,car,217,105,0.7804932057857513
1,11,1627,1251,car,252,147,0.9752900708805431
2,11,425,762,car,144,79,0.9063399705019864
3,11,555,806,car,221,101,0.8895958282730796
4,11,345,705,car,221,107,0.7779120965437456
8,11,187,1157,car,993,561,0.6551468769709269
1,12,1586,1247,car,262,153,0.9761674106121063
2,12,426,762,car,142,77,0.9056633313496908
3,12,555,806,car,221,101,0.888825386762619
4,12,346,705,car,220,107,0.7749516367912292
8,12,105,1153,car,1043,589,0.6551468769709269
1,13,1539,1244,car,276,162,0.9728394013184768
2,13,425,762,car,145,79,0.9054422837037307
3,13,555,806,car,222,101,0.8878050538209769
4,13,347,704,car,219,107,0.7713848627530612
1,14,1490,1242,car,287,168,0.9734373901571546
2,14,425,761,car,148,81,0.9060724590505872
3,14,554,805,car,223,102,0.8884773594992501
4,14,346,704,car,219,107,0.7671864245619092
1,15,1436,1239,car,304,177,0.9733176310857137
2,15,424,761,car,149,81,0.9069525798161825
3,15,554,805,car,221,101,0.8882411360740662
4,15,347,705,car,217,106,0.7637838244438171
1,16,1378,1236,car,317,184,0.9736568406224251
2,16,423,761,car,152,83,0.9086513705551624
3,16,553,805,car,223,102,0.8892663829028606
4,16,348,704,car,215,105,0.7608323805034161
1,17,1312,1234,car,333,192,0.9747952994178323
2,17,423,760,car,151,83,0.9099279081120211
3,17,554,805,car,221,101,0.8896230634521035
4,17,348,705,car,213,104,0.7591846585273743
1,18,1243,1231,car,361,208,0.9757653938399421
2,18,424,761,car,149,82,0.9107349713643392
3,18,554,806,car,222,101,0.8904644681347741
4,18,349,705,car,215,105,0.7570712202125125
9,18,2074,1325,car,133,97,0.7823613584041595
1,19,1168,1230,car,385,221,0.9766854769305179
2,19,425,761,car,149,82,0.9107279118738676
3,19,554,805,car,223,102,0.8909885193172254
4,19,349,705,car,216,105,0.7543185353279114
9,19,2047,1321,car,141,101,0.8039930718285697
1,20,1081,1231,car,420,239,0.9775958508253098
2,20,425,761,car,149,82,0.9110434830188752
3,20,555,805,car,224,102,0.8908560663461685
4,20,350,705,car,216,105,0.7522982209920883
9,20,2022,1317,car,141,98,0.8247708082199097
1,21,983,1232,car,460,260,0.9784151031857445
2,21,424,762,car,146,81,0.910102733543941
3,21,554,805,car,226,104,0.8919194993518648
4,21,350,706,car,216,105,0.7525069344611395
9,21,1995,1311,car,154,105,0.8409571316507127
1,22,871,1235,car,507,284,0.9791075831109827
2,22,424,761,car,146,81,0.9082289283925836
3,22,554,805,car,228,104,0.8928188952532682
4,22,349,706,car,216,106,0.7516355270689185
9,22,1964,1306,car,166,112,0.8536054611206054
1,23,744,1239,car,565,315,0.9798576494921809
2,23,424,761,car,146,81,0.9079748962236487
3,23,552,804,car,228,105,0.8944430506747701
4,23,349,706,car,216,106,0.7524954961693805
9,23,1934,1300,car,170,114,0.8647036281498995
1,24,587,1243,car,623,341,0.9805991922815641
2,24,423,761,car,146,81,0.9068771327535311
3,24,552,805,car,231,107,0.8962909380594889
4,24,348,705,car,220,107,0.7532270525892576
9,24,1902,1294,car,170,111,0.8747313221295675
1,25,432,1249,car,708,387,0.9813000202178955
2,25,424,762,car,143,79,0.9068050575256348
3,25,552,805,car,230,106,0.8979368162155151
4,25,349,705,car,220,108,0.7548883533477784
9,25,1869,1288,car,181,117,0.8791424311124362
1,26,322,1249,car,772,434,0.9818069247099069
2,26,423,763,car,142,78,0.907358311689817
3,26,552,806,car,226,104,0.8992802225626432
4,26,348,705,car,219,107,0.7578513507659619
9,26,1841,1282,car,189,121,0.8864165927682605
1,27,213,1249,car,783,464,0.9816956784990098
2,27,424,763,car,142,77,0.9070200037073206
3,27,552,806,car,225,104,0.9004247276871292
4,27,349,705,car,221,108,0.7596065600713094
9,27,1804,1276,car,197,125,0.8924207409222921
1,28,136,1248,car,812,481,0.9816956784990098
2,28,423,764,car,142,77,0.9072902117456708
3,28,553,806,car,225,104,0.9015371522733143
4,28,350,705,car,219,107,0.7615121177264622
9,28,1769,1272,car,208,131,0.8978110998868942
2,29,424,762,car,143,78,0.9073387507734627
3,29,552,805,car,226,104,0.902240109854731
4,29,350,705,car,218,107,0.7628398332102545
9,29,1736,1266,car,213,132,0.9032644033432007
2,30,424,762,car,144,78,0.9075710674126943
3,30,552,805,car,226,104,0.9029982407887777
4,30,349,704,car,218,107,0.764365182320277
9,30,1697,1261,car,218,134,0.9053495095835792
2,31,423,763,car,146,79,0.9082451078199572
3,31,552,806,car,227,105,0.9043989604519259
4,31,347,703,car,215,105,0.7651451210821828
9,31,1656,1252,car,235,143,0.9027095907612851
2,32,423,762,car,146,79,0.9085863213986158
3,32,551,805,car,227,105,0.905494187027216
4,32,345,704,car,213,104,0.7652739249169827
9,32,1614,1247,car,249,151,0.9036721020936966
2,33,423,763,car,145,78,0.9089913693341342
3,33,551,806,car,228,105,0.9067576346975385
4,33,345,703,car,214,104,0.7665993896397677
9,33,1570,1243,car,257,154,0.9074034577324277
2,34,423,763,car,147,79,0.9090937183183783
3,34,552,806,car,225,104,0.9077960585846621
4,34,344,703,car,212,103,0.7671290513347176
9,34,1523,1240,car,269,160,0.9102136899124492
2,35,423,763,car,148,79,0.9091279676982335
3,35,551,806,car,225,104,0.9088534661701747
4,35,345,702,car,211,103,0.766889238357544
9,35,1473,1236,car,282,165,0.9132603821547135
2,36,423,763,car,148,79,0.9094026817215813
3,36,551,806,car,225,104,0.9096578045023812
4,36,344,704,car,213,103,0.7667614271243414
9,36,1420,1233,car,296,171,0.9152935296297073
2,37,423,762,car,147,79,0.9096945153700339
3,37,551,806,car,224,103,0.9103095209276354
4,37,350,709,car,210,102,0.7662490461323712
9,37,1365,1229,car,314,180,0.9171789431571961
2,38,423,762,car,147,79,0.9097562291120228
3,38,551,806,car,224,103,0.9110698668580306
4,38,346,706,car,212,103,0.7661745736473485
9,38,1300,1227,car,332,188,0.9199970800143021
2,39,424,762,car,147,79,0.9096740713486304
3,39,551,806,car,225,103,0.9118217397958804
4,39,344,705,car,214,104,0.766280894096081
9,39,1229,1224,car,357,200,0.9226155590128016
2,40,423,761,car,147,78,0.9098434597253799
3,40,552,806,car,226,103,0.9125439748167992
4,40,344,704,car,215,104,0.7668417617678642
9,40,1148,1224,car,383,211,0.925058554325785
2,41,425,762,car,149,80,0.9093154552506237
3,41,552,806,car,221,101,0.9121873087999297
4,41,344,704,car,215,104,0.7664360273175124
9,41,1063,1225,car,415,226,0.9272759454003696
2,42,425,762,car,149,80,0.9088999302614302
3,42,552,806,car,219,100,0.9117344844908941
4,42,344,704,car,216,105,0.7651787201563517
9,42,970,1225,car,453,245,0.9292970756689708
2,43,424,763,car,148,80,0.9085577518440956
3,43,552,807,car,219,99,0.9114773079406383
4,43,346,703,car,215,105,0.7644382133040317
9,43,860,1227,car,509,273,0.9311276116678792
2,44,424,763,car,147,80,0.9081066196615045
3,44,552,806,car,221,100,0.9113623973998156
4,44,345,703,car,215,105,0.763736747882583
9,44,731,1228,car,568,302,0.9327815100550652
2,45,424,762,car,148,80,0.9078937040434943
3,45,552,806,car,222,100,0.9115116993586222
4,45,346,704,car,216,105,0.7637372745407952
9,45,566,1232,car,635,331,0.9345973766211307
2,46,424,763,car,147,80,0.9078081755534463
3,46,552,806,car,222,100,0.9117996835190317
4,46,346,705,car,216,105,0.7648267305415609
9,46,424,1236,car,708,369,0.9362061163958382
2,47,424,763,car,147,80,0.908016192152145
3,47,553,807,car,221,100,0.9121244663887835
4,47,346,705,car,219,107,0.7665930935677062
9,47,314,1237,car,786,422,0.9376651099749974
2,48,425,763,car,147,80,0.9075962143639723
3,48,552,807,car,221,99,0.9122412192324797
4,48,346,705,car,218,107,0.7672865279018879
9,48,208,1233,car,751,425,0.9386145704322391
2,49,424,764,car,146,80,0.9076258552317716
3,49,553,807,car,221,99,0.9122009423314309
4,49,346,704,car,218,107,0.768604323572042
9,49,132,1231,car,777,439,0.9386145704322391
2,50,424,764,car,146,80,0.9076608145236968
3,50,553,807,car,221,99,0.9118807244300843
4,50,347,704,car,217,107,0.7692766416072846
2,51,424,762,car,145,79,0.9079990258403853
3,51,553,807,car,223,101,0.911959427244523
4,51,347,704,car,216,106,0.768280868436776
2,52,424,762,car,146,79,0.9083018085131278
3,52,552,805,car,225,102,0.9120922191784933
4,52,346,704,car,215,106,0.7671220084795585
2,53,424,762,car,146,79,0.9085584350352017
3,53,551,806,car,225,102,0.912092851018006
4,53,346,704,car,215,106,0.765978771560597
2,54,424,762,car,146,79,0.9087896534690151
3,54,552,806,car,224,102,0.9120329938552998
4,54,345,704,car,215,106,0.7647733776657669
2,55,424,762,car,146,79,0.9090542912483215
3,55,551,805,car,225,102,0.9122084747661244
4,55,344,704,car,216,106,0.7643477494066412
2,56,424,762,car,146,80,0.9092379563621112
3,56,551,806,car,224,102,0.9123939988868577
4,56,344,704,car,214,105,0.763270473905972
10,56,2084,1309,car,143,99,0.8614649772644043
2,57,424,762,car,147,80,0.9094542986468265
3,57,551,805,car,225,102,0.9126314144385489
4,57,345,704,car,213,105,0.7622584721498322
10,57,2058,1306,car,146,99,0.8777150426592145
2,58,424,763,car,147,80,0.9096288331623735
3,58,551,805,car,225,102,0.9128155636376348
4,58,350,709,car,208,103,0.7615551126414332
10,58,2030,1301,car,153,103,0.8902500793337822
2,59,424,762,car,147,80,0.9097222554481635
3,59,552,804,car,225,103,0.9128182732452781
4,59,347,706,car,211,104,0.7604390948505725
10,59,2001,1296,car,158,105,0.9000418186187744
2,60,425,762,car,147,80,0.9096836109956106
3,60,552,804,car,225,103,0.912817175189654
4,60,350,709,car,208,103,0.7588267087936401
10,60,1975,1291,car,167,110,0.9050715088844299
2,61,424,762,car,145,79,0.9095516820422939
3,61,553,805,car,221,101,0.9121227332803069
4,61,346,707,car,212,105,0.7588236302625938
10,61,1944,1285,car,171,111,0.9116232124241915
2,62,423,762,car,144,79,0.9094061149704841
3,62,553,805,car,219,101,0.9114572732679306
4,62,344,706,car,215,106,0.7586382127577259
10,62,1915,1278,car,179,116,0.916574294368426
2,63,424,763,car,145,79,0.9092045492596097
3,63,553,804,car,217,101,0.9108546726287358
4,63,343,706,car,216,106,0.7585639423794217
10,63,1884,1274,car,187,120,0.9210568162111136
2,64,424,763,car,146,79,0.9089914672076702
3,64,554,806,car,215,100,0.9099343298003078
4,64,343,705,car,219,108,0.7582734301686287
10,64,1852,1269,car,193,123,0.9250272938183376
2,65,423,763,car,146,79,0.9087658533683189
3,65,553,806,car,216,101,0.9092483428808359
4,65,343,705,car,217,107,0.7579317294634306
10,65,1819,1262,car,205,130,0.9286343534787496
2,66,423,762,car,145,79,0.9084796652649388
3,66,553,806,car,216,101,0.9085761525414207
4,66,344,706,car,218,107,0.7580349481467045
10,66,1789,1258,car,210,133,0.9308756776154041
2,67,423,762,car,145,79,0.9082986694663319
3,67,553,806,car,216,101,0.9079575636493626
4,67,344,706,car,217,107,0.7581974125620145
10,67,1753,1252,car,219,138,0.9323116751278148
2,68,422,762,car,145,78,0.9081175511374193
3,68,552,807,car,215,101,0.9075745887616101
4,68,342,706,car,217,107,0.7575984772513894
10,68,1716,1246,car,223,140,0.9351221289899614
2,69,423,761,car,144,78,0.9080223458400671
3,69,553,806,car,212,100,0.907120224358379
4,69,342,706,car,218,107,0.7575690625370413
10,69,1681,1241,car,235,148,0.9360682556503698
2,70,423,762,car,145,79,0.9078540895666395
3,70,552,806,car,213,101,0.9068034563745772
4,70,341,705,car,217,106,0.7572498875004905
10,70,1643,1234,car,243,152,0.9376394033432007
2,71,422,762,car,145,79,0.907527680967895
3,71,551,806,car,213,101,0.9064480662345886
4,71,341,706,car,216,106,0.7570581822328164
10,71,1601,1227,car,251,156,0.93422760282244
2,72,422,762,car,145,79,0.9070982502566444
3,72,551,807,car,214,101,0.906135673324267
4,72,340,706,car,217,106,0.7563245428933038
10,72,1561,1220,car,261,162,0.933451611887325
2,73,422,762,car,146,79,0.9070233947610202
3,73,554,807,car,214,101,0.905963319621674
4,73,343,703,car,220,107,0.7563055255641676
10,73,1516,1215,car,274,169,0.9348397125368533
2,74,423,762,car,146,79,0.9068184043910053
3,74,556,806,car,216,102,0.9057534361207807
4,74,343,704,car,220,108,0.7557612697820406
10,74,1472,1212,car,283,173,0.9344691981871923
2,75,424,762,car,146,79,0.9065680559476217
3,75,556,807,car,216,102,0.9053090898195902
4,75,344,703,car,218,107,0.7551538260777791
10,75,1423,1206,car,302,184,0.934822051525116
2,76,423,762,car,146,80,0.9063278875852886
