track,frame,x,y,class,width,height,confidence
1,6,828,270,car,131,68,0.9753778278827667
2,6,1277,236,car,201,71,0.5978822708129883
1,7,812,266,car,122,63,0.9748852934156146
2,7,1276,236,car,200,71,0.5967823266983032
1,8,794,263,car,123,64,0.9770184233784676
2,8,1277,237,car,201,71,0.5952106267213821
1,9,779,258,car,123,64,0.9781550168991089
2,9,1278,237,car,202,71,0.5923293961418999
1,10,762,253,car,120,63,0.9781550168991089
2,10,1271,237,car,207,74,0.5836203396320343
2,11,1270,237,car,207,75,0.5772414966063066
2,12,1275,237,car,202,74,0.5716925064722697
2,13,1275,237,car,203,74,0.5716925064722697
2,15,1268,236,car,194,71,0.5684511753228995
2,16,1268,236,car,192,71,0.5636807254382542
2,17,1268,236,car,195,72,0.5594360947608947
2,18,1267,237,car,194,73,0.5561813674867153
2,19,1271,237,car,193,73,0.5559199171907762
2,20,1270,237,car,189,71,0.5548242529233297
2,21,1269,237,car,187,71,0.5542646489645305
2,22,1269,237,car,187,71,0.5542646489645305
7,22,1361,258,car,174,66,0.5321287115414938
2,23,1269,237,car,184,70,0.5531259000301361
7,23,1362,258,car,174,66,0.5346487164497375
2,24,1270,237,car,188,72,0.5526802823657081
7,24,1356,258,car,174,66,0.5356254279613495
2,25,1272,237,car,188,72,0.552806171503934
7,25,1354,257,car,174,66,0.5369884239302741
2,26,1269,237,car,191,73,0.5513586220533951
7,26,1351,257,car,173,66,0.5428540647029877
2,27,1268,237,car,191,74,0.5497036650776863
7,27,1352,257,car,173,66,0.5476156364787709
2,28,1270,237,car,187,73,0.5483043122291565
7,28,1355,258,car,171,66,0.5455261568228403
2,29,1270,237,car,187,73,0.5483043122291565
7,29,1354,258,car,171,66,0.5433854827514062
2,30,1270,237,car,185,72,0.5468057302328256
7,30,1354,258,car,171,65,0.5433854827514062
2,31,1270,237,car,184,72,0.545177885779628
2,32,1271,237,car,186,72,0.5450693581785474
7,32,1349,257,car,174,67,0.5415507171835218
2,33,1271,237,car,186,72,0.5452776222393431
7,33,1349,257,car,173,67,0.5414430340131123
2,34,1273,237,car,187,72,0.5449654122193655
7,34,1351,258,car,173,67,0.5401426292955875
2,35,1274,237,car,187,73,0.545222149741265
7,35,1350,258,car,173,67,0.5394950824625352
2,36,1275,237,car,187,73,0.545222149741265
7,36,1350,258,car,173,68,0.5394950824625352
2,37,1270,236,car,183,71,0.5444164518266916
7,37,1355,258,car,174,68,0.5385610659917196
2,38,1270,237,car,184,71,0.5442508639711322
7,38,1359,258,car,173,67,0.5375680045077675
2,39,1269,236,car,183,71,0.5439300414393929
7,39,1359,258,car,174,67,0.5368173241615295
2,40,1270,237,car,184,71,0.5432252407073974
7,40,1360,258,car,174,67,0.5368173241615295
2,41,1272,237,car,186,72,0.543561362557941
7,41,1356,258,car,171,66,0.535556055250622
2,42,1272,237,car,185,72,0.5430646860921705
7,42,1356,258,car,171,66,0.5357905517924916
2,43,1267,236,car,190,74,0.5422812480675546
7,43,1356,259,car,172,65,0.5364626801532247
2,44,1270,237,car,186,73,0.5426477973277752
7,44,1356,257,car,171,65,0.5360869665940603
2,45,1271,237,car,184,72,0.5429395794868469
7,45,1355,257,car,172,65,0.535148229598999
2,46,1273,237,car,184,72,0.5423533756558488
7,46,1355,257,car,171,65,0.535148229598999
2,47,1271,237,car,185,72,0.5424363471212841
7,47,1354,257,car,175,67,0.5350151772682483
2,48,1270,237,car,185,72,0.5422412669935892
7,48,1350,256,car,173,67,0.534092057634283
2,49,1270,237,car,189,74,0.5417520810257305
7,49,1351,257,car,174,67,0.5339696662766593
9,49,1130,196,car,99,53,0.5600283145904541
2,50,1266,237,car,191,76,0.5418149497773912
7,50,1349,257,car,177,69,0.5351063341929995
9,50,1131,195,car,100,54,0.5563129101480756
2,51,1265,237,car,190,76,0.541118156650792
7,51,1349,257,car,174,68,0.5367017348607381
9,51,1131,194,car,101,54,0.5513476431369781
2,52,1269,237,car,188,75,0.5414332252867678
7,52,1348,257,car,173,68,0.5372679348914854
9,52,1131,196,car,100,54,0.5549858013788859
2,53,1270,236,car,184,74,0.5426231697201729
7,53,1347,257,car,172,68,0.5374330878257751
9,53,1131,195,car,100,54,0.5515402674674987
2,54,1271,236,car,183,73,0.5438130266812383
7,54,1349,257,car,172,68,0.5381835951949611
9,54,1131,194,car,100,54,0.5550678968429565
2,55,1271,236,car,183,73,0.5451356744766236
7,55,1351,257,car,171,68,0.539013526018928
9,55,1131,194,car,100,55,0.55764872332414
2,56,1270,235,car,183,73,0.5469844294529335
7,56,1350,257,car,171,68,0.5405695336205619
9,56,1131,194,car,100,55,0.5606802793649527
2,57,1270,236,car,183,72,0.5479879528284073
7,57,1347,257,car,170,68,0.5426501350270377
9,57,1132,194,car,100,55,0.5613862318652016
2,58,1270,238,car,184,73,0.5483858765296217
7,58,1348,257,car,170,68,0.5444359940451544
9,58,1131,194,car,100,55,0.560039488474528
2,59,1270,238,car,185,73,0.5491043671413705
7,59,1350,257,car,169,68,0.5462419406363839
9,59,1131,194,car,99,55,0.5588045082986355
2,60,1269,237,car,184,73,0.5495823307470842
7,60,1349,256,car,171,68,0.5472013170902545
9,60,1131,195,car,100,55,0.5589966353248147
2,61,1270,237,car,185,73,0.5510409037981715
7,61,1350,256,car,172,68,0.5473846375942231
9,61,1131,195,car,99,55,0.5613877773284912
2,62,1270,237,car,185,73,0.5525424961458173
7,62,1351,257,car,170,68,0.5468423410159785
9,62,1131,195,car,99,55,0.5614434543408846
2,63,1270,238,car,185,73,0.5538530873841253
7,63,1352,257,car,170,68,0.5465855839706603
9,63,1131,195,car,99,55,0.5613326042890548
2,64,1271,238,car,185,74,0.5544699632515342
7,64,1351,256,car,171,68,0.5470636473145596
9,64,1131,194,car,99,55,0.5619057416915894
2,65,1271,237,car,187,74,0.5547310839096705
7,65,1348,256,car,174,70,0.5470801171931353
9,65,1131,194,car,99,55,0.5596887984059074
2,66,1271,237,car,187,74,0.554020926600597
7,66,1348,256,car,175,70,0.5470801171931353
9,66,1131,194,car,99,55,0.5596887984059074
