track,frame,x,y,class,width,height,confidence
1,6,552,209,car,229,117,0.9720416863759359
2,6,1497,694,car,404,376,0.847378800312678
3,6,1118,55,car,78,48,0.866655151049296
4,6,1190,75,car,99,71,0.883006234963735
1,7,523,217,car,219,112,0.974421569279262
2,7,1529,736,car,441,410,0.847378800312678
3,7,1116,56,car,86,53,0.877641601221902
4,7,1187,77,car,105,75,0.8943524616105216
1,8,494,227,car,216,111,0.9757809638977051
3,8,1111,56,car,88,54,0.8664712905883789
4,8,1184,76,car,106,76,0.9024840816855431
1,9,461,240,car,229,119,0.9734522104263306
3,9,1104,56,car,90,54,0.8538366357485453
4,9,1182,77,car,108,77,0.9071040153503418
1,10,431,252,car,230,122,0.971859335899353
3,10,1101,59,car,98,59,0.8525661170482636
4,10,1182,78,car,113,81,0.9039146900177002
1,11,401,266,car,229,123,0.971131909977306
3,11,1099,58,car,103,62,0.8551926721226085
4,11,1176,81,car,116,82,0.9011897553097118
1,12,373,275,car,215,117,0.9701464374860128
3,12,1096,63,car,106,63,0.8572175850470861
4,12,1172,83,car,117,83,0.8920557896296183
1,13,342,289,car,197,109,0.9663290014633765
3,13,1093,66,car,105,63,0.8502710048968976
4,13,1167,86,car,106,74,0.887490648489732
1,14,311,305,car,199,111,0.9678621760436467
3,14,1090,67,car,105,62,0.8532696536609105
4,14,1165,86,car,113,78,0.886682037796293
1,15,282,317,car,199,114,0.9667455037434896
3,15,1086,67,car,103,60,0.849026620388031
4,15,1160,88,car,115,79,0.8725331068038941
1,16,255,328,car,203,119,0.9670042842626572
3,16,1080,67,car,105,61,0.8519803658127785
4,16,1155,88,car,118,81,0.8639753945171833
6,16,860,32,car,65,24,0.5487716794013977
1,17,227,341,car,197,119,0.9579242783434251
3,17,1076,68,car,106,61,0.8537403239923365
4,17,1151,88,car,121,82,0.8662283981547636
6,17,860,32,car,65,24,0.5452145934104919
1,18,197,357,car,185,113,0.9576868116855621
3,18,1073,71,car,117,67,0.8491984241538577
4,18,1147,91,car,122,83,0.86614219016499
6,18,861,32,car,66,25,0.545974537730217
1,19,169,369,car,185,114,0.9576868116855621
3,19,1067,72,car,116,66,0.836371522200735
4,19,1145,94,car,123,84,0.8681290871218631
6,19,862,33,car,64,24,0.5428129898177253
3,20,1064,73,car,115,65,0.8382022380828857
4,20,1141,96,car,126,86,0.863338440656662
6,20,861,33,car,64,24,0.5450751543045044
8,20,1252,48,car,74,49,0.8223729431629181
3,21,1061,73,car,118,66,0.8412644494147528
4,21,1134,102,car,129,88,0.8637189666430155
6,21,861,32,car,65,24,0.5455487153746865
8,21,1250,51,car,75,49,0.8341604386057172
3,22,1060,73,car,119,66,0.8459025458856062
4,22,1127,105,car,129,88,0.8677670359611511
6,22,861,32,car,66,24,0.5486857195695242
8,22,1248,52,car,79,52,0.8443168476223946
3,23,1058,74,car,121,67,0.8502247722252555
4,23,1121,110,car,129,88,0.8707201143969661
6,23,860,32,car,68,25,0.5532539807833158
8,23,1247,55,car,86,56,0.8536274101999071
3,24,1056,74,car,116,63,0.8533765425284704
4,24,1116,114,car,128,87,0.8732804730534554
6,24,860,32,car,67,25,0.5511682033538818
8,24,1244,57,car,92,61,0.8610145270824432
3,25,1053,75,car,114,62,0.8555660939216614
4,25,1112,119,car,135,92,0.8728244519233703
6,25,860,32,car,68,25,0.5511682033538818
8,25,1242,58,car,89,59,0.868955054066398
3,26,1048,76,car,116,62,0.8584982661100534
4,26,1105,125,car,147,102,0.8739326252387121
6,26,859,32,car,67,25,0.5477646311124166
8,26,1239,59,car,85,57,0.8740982909997305
3,27,1043,78,car,116,61,0.8620478135568125
4,27,1102,129,car,145,102,0.8744514761147676
6,27,859,31,car,67,25,0.5466471053659916
8,27,1234,62,car,91,60,0.8766789390490606
3,28,1039,79,car,117,61,0.8651443549564907
4,28,1099,132,car,145,102,0.8721917910235268
6,28,860,32,car,66,24,0.547612446195939
8,28,1232,64,car,93,61,0.8813096284866333
3,29,1037,79,car,116,60,0.8626745548741571
4,29,1092,140,car,152,109,0.8657192711172432
6,29,859,31,car,67,24,0.5470492541790009
8,29,1230,64,car,94,63,0.8859058936436971
3,30,1027,83,car,121,62,0.8648502091566722
4,30,1088,147,car,161,118,0.8566244165102641
6,30,859,31,car,68,24,0.5448243900349266
8,30,1229,64,car,94,62,0.8904781974852085
3,31,1017,84,car,124,63,0.8662590115301071
4,31,1084,151,car,165,121,0.8566244165102641
6,31,858,30,car,68,24,0.5462888926267624
8,31,1225,64,car,92,60,0.8940013015971464
3,32,1008,86,car,125,63,0.8673525173217058
6,32,857,30,car,68,25,0.5493041503997076
8,32,1222,65,car,91,59,0.8971136775281694
3,33,996,89,car,130,65,0.8705301953084541
6,33,858,30,car,69,25,0.5501149459318682
8,33,1219,66,car,89,57,0.8968127024801154
3,34,983,91,car,131,65,0.8737300581791821
6,34,858,30,car,69,25,0.550963176333386
8,34,1214,68,car,91,57,0.8992833882570267
3,35,971,94,car,131,63,0.877069924558912
6,35,858,31,car,72,25,0.5515828380982081
8,35,1210,69,car,94,59,0.9013792531830924
3,36,953,98,car,137,65,0.8801692807012134
6,36,857,31,car,73,25,0.5525466442108155
8,36,1206,71,car,99,62,0.9042075980793346
3,37,937,100,car,138,65,0.88308464353149
6,37,857,30,car,75,26,0.5531767767209274
8,37,1202,72,car,99,61,0.9069218583728956
3,38,919,103,car,146,68,0.8860151563820086
6,38,857,31,car,78,27,0.5529636453699183
8,38,1198,74,car,103,64,0.9087879483898481
3,39,901,106,car,153,71,0.8885164627662072
6,39,857,31,car,76,26,0.552836041365351
8,39,1193,76,car,102,63,0.9107925891876221
11,39,1116,268,car,143,187,0.6903879940509796
3,40,880,109,car,159,74,0.8911144152283669
6,40,857,31,car,78,27,0.5523481533445161
8,40,1190,77,car,102,62,0.912940807067431
11,40,1126,284,car,145,188,0.7200602718761989
3,41,858,115,car,157,73,0.8936651072851042
6,41,857,30,car,77,27,0.5536047140757243
8,41,1187,77,car,103,62,0.9146286536146093
11,41,1140,306,car,157,203,0.7395652607083321
3,42,837,119,car,160,74,0.8960115285146804
6,42,857,31,car,75,26,0.5548490535828375
8,42,1183,77,car,103,61,0.9140671278749194
11,42,1156,330,car,164,209,0.7472955452071296
3,43,812,126,car,168,78,0.8982335453809693
6,43,856,30,car,76,26,0.5567771885544062
8,43,1178,82,car,111,65,0.9131924427788833
11,43,1177,357,car,186,236,0.7669106900691987
3,44,788,132,car,173,81,0.9004010178826072
6,44,856,30,car,76,26,0.5568040374553564
8,44,1175,85,car,119,69,0.9132403234640757
11,44,1198,384,car,201,253,0.7849034070968628
3,45,763,138,car,181,85,0.9024339927567376
