track,frame,x,y,class,width,height
1,6,459,142,car,71,34
2,6,657,152,car,64,29
3,6,247,166,car,32,23
4,6,660,108,car,197,75
5,6,214,193,car,85,47
6,6,178,220,car,47,39
7,6,135,243,car,50,50
1,7,452,143,car,67,32
2,7,657,152,car,64,29
3,7,241,165,car,32,23
4,7,662,107,car,187,71
5,7,213,193,car,84,47
6,7,180,220,car,46,39
7,7,135,243,car,50,50
1,8,446,144,car,66,32
2,8,659,152,car,64,29
3,8,234,163,car,34,24
4,8,665,105,car,178,68
5,8,213,194,car,79,44
6,8,179,220,car,46,39
7,8,135,243,car,50,50
1,9,440,146,car,72,34
2,9,659,152,car,64,29
3,9,227,163,car,34,24
4,9,664,105,car,182,69
5,9,214,194,car,78,43
6,9,179,221,car,45,38
7,9,135,243,car,50,50
1,10,432,146,car,74,36
2,10,659,152,car,64,29
3,10,219,161,car,33,23
4,10,662,106,car,182,69
5,10,214,195,car,80,44
6,10,179,221,car,45,38
7,10,134,243,car,50,50
1,11,425,147,car,72,35
2,11,658,152,car,64,29
4,11,657,110,car,202,77
5,11,215,195,car,81,44
6,11,179,222,car,45,37
7,11,134,243,car,50,50
1,12,416,148,car,71,35
2,12,658,152,car,66,29
4,12,654,112,car,208,80
5,12,214,195,car,79,43
6,12,179,222,car,45,37
7,12,134,243,car,49,50
8,12,568,130,car,58,34
1,13,409,150,car,70,34
2,13,658,152,car,66,29
4,13,651,113,car,209,81
5,13,215,195,car,79,43
6,13,179,222,car,45,37
7,13,134,243,car,49,50
8,13,567,130,car,59,34
1,14,401,151,car,68,33
2,14,658,153,car,66,30
4,14,649,112,car,207,81
5,14,215,196,car,80,43
6,14,180,222,car,45,37
7,14,134,243,car,49,50
1,15,392,152,car,68,33
2,15,658,153,car,66,30
4,15,647,112,car,209,82
5,15,214,195,car,82,44
6,15,180,221,car,47,39
7,15,134,243,car,49,50
8,15,554,131,car,58,34
1,16,383,153,car,67,33
2,16,658,152,car,67,30
4,16,647,112,car,209,83
5,16,214,195,car,83,44
6,16,180,221,car,47,39
8,16,551,131,car,59,34
1,17,374,154,car,67,33
2,17,658,152,car,66,30
4,17,648,112,car,208,83
5,17,214,195,car,84,45
6,17,181,222,car,48,39
8,17,548,130,car,57,33
1,18,365,155,car,66,32
2,18,658,152,car,66,30
4,18,648,112,car,206,83
5,18,214,195,car,86,46
6,18,180,222,car,48,40
8,18,546,130,car,57,33
1,19,357,156,car,65,32
2,19,658,152,car,66,30
4,19,647,112,car,205,83
5,19,214,194,car,87,46
6,19,180,222,car,48,40
7,19,134,241,car,50,50
8,19,537,131,car,55,32
1,20,348,157,car,70,34
2,20,658,152,car,66,30
4,20,647,112,car,203,83
5,20,214,194,car,87,47
6,20,180,222,car,47,40
7,20,134,240,car,50,51
8,20,534,131,car,54,32
1,21,340,157,car,65,32
2,21,659,152,car,65,30
4,21,646,112,car,205,84
5,21,214,194,car,87,47
6,21,180,220,car,47,39
7,21,135,241,car,49,49
8,21,534,131,car,56,33
1,22,332,158,car,61,30
2,22,659,153,car,65,30
4,22,646,112,car,206,85
5,22,214,194,car,87,47
6,22,180,220,car,46,39
7,22,135,241,car,48,49
8,22,532,131,car,56,33
1,23,324,158,car,63,31
2,23,659,153,car,65,30
5,23,215,194,car,87,47
6,23,180,220,car,46,39
7,23,134,241,car,48,49
8,23,528,131,car,56,33
1,24,315,159,car,61,30
2,24,659,153,car,65,30
5,24,214,194,car,87,47
6,24,180,219,car,46,39
7,24,134,241,car,48,48
8,24,526,132,car,55,32
1,25,306,159,car,59,29
2,25,659,153,car,65,30
4,25,642,112,car,205,85
5,25,214,194,car,87,47
6,25,180,219,car,46,38
7,25,134,243,car,48,48
8,25,523,133,car,55,32
1,26,299,160,car,61,30
2,26,659,153,car,65,30
4,26,641,113,car,203,84
5,26,215,193,car,86,47
6,26,180,221,car,47,39
7,26,134,242,car,48,48
8,26,521,133,car,56,32
1,27,294,159,car,61,30
2,27,659,153,car,65,30
4,27,640,113,car,203,84
5,27,214,193,car,86,47
6,27,180,221,car,47,39
7,27,134,242,car,48,48
8,27,519,133,car,55,31
1,28,286,160,car,58,29
2,28,659,152,car,63,29
4,28,641,112,car,203,85
5,28,214,193,car,86,47
6,28,180,220,car,47,39
7,28,134,243,car,48,48
8,28,516,134,car,57,31
1,29,278,160,car,57,29
2,29,659,152,car,63,29
4,29,641,112,car,203,85
5,29,213,193,car,86,47
6,29,181,221,car,47,39
7,29,134,242,car,48,48
8,29,514,134,car,56,31
1,30,272,160,car,54,27
2,30,659,152,car,63,29
5,30,213,192,car,86,47
6,30,180,221,car,48,39
7,30,134,242,car,48,48
8,30,511,134,car,57,31
1,31,267,161,car,54,27
2,31,659,152,car,64,29
5,31,213,194,car,87,47
6,31,179,219,car,49,40
7,31,135,242,car,49,49
8,31,510,135,car,57,30
1,32,261,160,car,53,27
2,32,659,152,car,64,29
5,32,214,194,car,88,47
6,32,179,218,car,49,40
7,32,135,242,car,49,49
8,32,508,135,car,58,30
