track,frame,x,y,class,width,height,confidence
1,6,1162,438,car,81,60,0.9593597153822581
4,6,636,277,car,74,42,0.861423671245575
5,6,416,253,car,65,29,0.8992541333039602
1,7,1138,434,car,86,63,0.9636203306061881
4,7,642,274,car,74,42,0.8682491864476886
5,7,389,257,car,65,29,0.9019147072519574
1,8,1112,431,car,90,64,0.9612525999546051
4,8,649,272,car,72,41,0.8748694285750389
5,8,361,262,car,64,28,0.8960687816143036
1,9,1088,427,car,89,61,0.9587457709842258
4,9,659,269,car,72,41,0.8781488471561008
5,9,333,265,car,65,28,0.8966016835636563
1,10,1066,423,car,88,58,0.9585320174694061
4,10,669,269,car,73,41,0.8851172924041748
5,10,304,269,car,69,30,0.900421142578125
1,11,1043,422,car,91,58,0.9490185163237832
4,11,680,268,car,71,40,0.8883688124743375
5,11,275,275,car,68,29,0.9003127325664867
1,12,1021,421,car,94,58,0.9518084575732549
4,12,689,265,car,70,39,0.8892714977264404
5,12,243,280,car,73,31,0.8965071886777878
1,13,1000,418,car,94,56,0.9548663176023043
4,13,698,263,car,69,38,0.8911784337117121
5,13,213,286,car,73,31,0.897469869026771
1,14,979,415,car,95,55,0.9565590960638863
4,14,708,262,car,69,37,0.891825088432857
5,14,182,291,car,76,32,0.874331282717841
1,15,958,412,car,101,58,0.9588748852411906
4,15,718,260,car,72,39,0.8950449585914612
5,15,147,297,car,76,32,0.8661009709040324
1,16,939,409,car,99,55,0.9605614691972733
4,16,728,257,car,73,39,0.8973350934684277
5,16,111,303,car,77,32,0.860533807426691
1,17,921,406,car,98,53,0.9620112601448508
4,17,738,253,car,70,37,0.8990931510925293
5,17,74,308,car,81,33,0.8588310480117798
1,18,904,401,car,101,54,0.9635639985402426
4,18,748,250,car,69,37,0.9021832843621572
5,18,44,313,car,82,33,0.8588310480117798
1,19,887,399,car,100,52,0.9650403543522483
4,19,759,247,car,69,36,0.9033624027904711
1,20,869,396,car,99,51,0.9663222998380661
4,20,768,247,car,71,37,0.9012312561273574
1,21,853,396,car,99,50,0.967431093965258
4,21,776,244,car,70,37,0.9020815378143674
1,22,837,395,car,102,51,0.9682495214722373
4,22,788,244,car,67,35,0.9020389968698675
1,23,822,394,car,104,51,0.9691505354383717
4,23,798,244,car,68,35,0.9043956865435061
1,24,808,392,car,107,53,0.9697499970595042
4,24,808,242,car,69,36,0.9060563171903292
1,25,794,390,car,108,52,0.9706850552558899
4,25,817,240,car,67,35,0.9070978832244873
1,26,781,389,car,107,52,0.9712805266563709
4,26,827,238,car,66,35,0.9070978832244873
1,27,768,388,car,107,52,0.9717763176670781
1,28,757,385,car,105,50,0.9714753585202354
1,29,744,383,car,104,49,0.9720046849086367
1,30,732,381,car,104,48,0.9718889315923055
1,31,723,381,car,104,48,0.9723335908305261
1,32,713,379,car,111,51,0.9728337042033672
1,33,704,377,car,105,48,0.9732284491712396
1,34,696,376,car,102,47,0.9734951310298022
1,35,684,375,car,103,48,0.9736497623579843
1,36,674,375,car,102,48,0.9739730490578545
1,37,666,372,car,101,47,0.9735217400499292
1,38,657,371,car,101,47,0.9737143987103513
1,39,649,368,car,102,48,0.9733631580303876
1,40,642,366,car,100,47,0.9736236497759819
1,41,634,364,car,97,45,0.9729162091162147
1,42,627,362,car,95,45,0.9721972984927041
1,43,621,362,car,98,46,0.9704539803571479
1,44,615,360,car,96,46,0.9697211980819702
1,45,608,357,car,95,46,0.9695302618874444
