track,frame,x,y,class,width,height,confidence
1,6,552,209,car,229,117,0.9720416863759359
2,6,1497,694,car,404,376,0.847378800312678
3,6,1118,55,car,78,48,0.866655151049296
4,6,1190,75,car,99,71,0.883006234963735
1,7,523,217,car,219,112,0.974421569279262
2,7,1529,736,car,441,410,0.847378800312678
3,7,1116,56,car,86,53,0.877641601221902
4,7,1187,77,car,105,75,0.8943524616105216
1,8,494,227,car,216,111,0.9757809638977051
3,8,1111,56,car,88,54,0.8664712905883789
4,8,1184,76,car,106,76,0.9024840816855431
1,9,461,240,car,229,119,0.9734522104263306
3,9,1104,56,car,90,54,0.8538366357485453
4,9,1182,77,car,108,77,0.9071040153503418
1,10,431,252,car,230,122,0.971859335899353
3,10,1101,59,car,98,59,0.8525661170482636
4,10,1182,78,car,113,81,0.9039146900177002
1,11,401,266,car,229,123,0.971131909977306
3,11,1099,58,car,103,62,0.8551926721226085
4,11,1176,81,car,116,82,0.9011897553097118
1,12,373,275,car,215,117,0.9701464374860128
3,12,1096,63,car,106,63,0.8572175850470861
4,12,1172,83,car,117,83,0.8920557896296183
1,13,342,289,car,197,109,0.9663290014633765
3,13,1093,66,car,105,63,0.8502710048968976
4,13,1167,86,car,106,74,0.887490648489732
5,13,1266,44,car,53,43,0.8357454041639963
1,14,311,305,car,199,111,0.9678621760436467
3,14,1090,67,car,105,62,0.8532696536609105
4,14,1165,86,car,113,78,0.886682037796293
5,14,1264,44,car,55,44,0.8363900014332363
1,15,282,317,car,199,114,0.9667455037434896
3,15,1086,67,car,103,60,0.849026620388031
4,15,1160,88,car,115,79,0.8725331068038941
5,15,1261,44,car,56,44,0.842352606356144
1,16,255,328,car,203,119,0.9670042842626572
3,16,1080,67,car,105,61,0.8519803658127785
4,16,1155,88,car,118,81,0.8639753945171833
5,16,1259,44,car,60,47,0.8354389270146688
1,17,227,341,car,197,119,0.9579242783434251
3,17,1076,68,car,106,61,0.8537403239923365
4,17,1151,88,car,121,82,0.8662283981547636
5,17,1258,45,car,60,46,0.8389007091522217
1,18,198,353,car,199,120,0.9579242783434251
3,18,1073,71,car,117,67,0.8491984241538577
4,18,1147,91,car,122,83,0.86614219016499
5,18,1257,44,car,59,45,0.8425219600850885
3,19,1067,72,car,116,66,0.836371522200735
4,19,1145,94,car,123,84,0.8681290871218631
5,19,1255,46,car,61,45,0.8361038416624069
3,20,1064,73,car,115,65,0.8382022380828857
4,20,1141,96,car,126,86,0.863338440656662
5,20,1251,48,car,67,49,0.8299205899238586
3,21,1061,73,car,118,66,0.8412644494147528
4,21,1134,102,car,129,88,0.8637189666430155
5,21,1249,51,car,69,49,0.8352752200194767
3,22,1060,73,car,119,66,0.8459025458856062
4,22,1127,105,car,129,88,0.8677670359611511
5,22,1247,52,car,73,51,0.8406176527341207
3,23,1058,74,car,121,67,0.8502247722252555
4,23,1121,110,car,129,88,0.8707201143969661
5,23,1247,55,car,80,56,0.8460860438644886
3,24,1056,74,car,116,63,0.8533765425284704
4,24,1116,114,car,128,87,0.8732804730534554
5,24,1244,56,car,86,60,0.8508750165210051
3,25,1053,75,car,114,62,0.8555660939216614
4,25,1112,119,car,135,92,0.8728244519233703
5,25,1241,58,car,84,59,0.8562908669312795
3,26,1048,76,car,116,62,0.8584982661100534
4,26,1105,125,car,147,102,0.8739326252387121
5,26,1238,59,car,81,56,0.8602057632647062
3,27,1043,78,car,116,61,0.8620478135568125
4,27,1102,129,car,145,102,0.8744514761147676
5,27,1235,62,car,86,60,0.862577810883522
3,28,1039,79,car,117,61,0.8651443549564907
4,28,1099,132,car,145,102,0.8721917910235268
5,28,1232,64,car,88,61,0.8663364194688343
3,29,1037,79,car,116,60,0.8626745548741571
4,29,1092,140,car,152,109,0.8657192711172432
5,29,1230,64,car,90,62,0.8701508370312777
3,30,1027,83,car,121,62,0.8648502091566722
4,30,1088,147,car,161,118,0.8566244165102641
5,30,1228,65,car,90,62,0.8740165725998257
3,31,1017,84,car,124,63,0.8662590115301071
4,31,1084,151,car,165,121,0.8566244165102641
5,31,1224,65,car,89,60,0.8771980057160059
3,32,1008,86,car,125,63,0.8673525173217058
5,32,1222,65,car,88,59,0.8801110482215881
3,33,996,89,car,130,65,0.8705301953084541
5,33,1218,66,car,87,57,0.8805450521982633
3,34,983,91,car,131,65,0.8737300581791821
5,34,1214,67,car,89,57,0.8829776953767847
3,35,971,94,car,131,63,0.877069924558912
5,35,1210,69,car,92,59,0.8851319402456284
3,36,953,98,car,137,65,0.8801692807012134
5,36,1207,71,car,97,62,0.8878378333716557
3,37,937,100,car,138,65,0.88308464353149
5,37,1203,72,car,97,61,0.8904644250869751
3,38,919,103,car,146,68,0.8860151563820086
5,38,1198,74,car,102,64,0.8924400248835164
3,39,901,106,car,153,71,0.8885164627662072
5,39,1194,76,car,101,62,0.8945170231163502
9,39,1116,268,car,143,187,0.6903879940509796
3,40,880,109,car,159,74,0.8911144152283669
5,40,1190,77,car,101,62,0.8967027573874502
9,40,1126,284,car,145,188,0.7200602718761989
3,41,858,115,car,157,73,0.8936651072851042
5,41,1187,77,car,102,62,0.8985206958125619
9,41,1140,306,car,157,203,0.7395652607083321
3,42,837,119,car,160,74,0.8960115285146804
5,42,1183,77,car,103,61,0.8985317025865828
9,42,1156,330,car,164,209,0.7472955452071296
3,43,812,126,car,168,78,0.8982335453809693
5,43,1178,82,car,110,65,0.8982586347394519
9,43,1177,357,car,186,236,0.7669106900691987
3,44,788,132,car,173,81,0.9004010178826072
5,44,1175,85,car,118,69,0.8987010733501332
9,44,1198,384,car,201,253,0.7849034070968628
3,45,763,138,car,181,85,0.9024339927567376
5,45,1172,86,car,122,72,0.8991821706295013
9,45,1223,412,car,208,257,0.7642167409261068
3,46,737,146,car,183,87,0.9043553886206254
5,46,1170,87,car,123,72,0.8999814268870231
9,46,1252,441,car,221,268,0.7798662185668945
3,47,709,153,car,176,84,0.9061318394985605
5,47,1168,86,car,122,71,0.9015531271696091
9,47,1287,472,car,235,280,0.7945541611739567
3,48,680,161,car,176,84,0.9067338394622008
5,48,1165,88,car,124,72,0.9026396914226252
9,48,1324,502,car,244,283,0.7986713329950968
3,49,650,171,car,187,91,0.9082657135262782
5,49,1162,88,car,128,74,0.9022729638076964
9,49,1358,533,car,248,281,0.7950136251747608
3,50,615,185,car,211,104,0.9094557309150696
5,50,1160,89,car,131,75,0.9007655257402465
9,50,1377,556,car,256,289,0.7950136251747608
3,51,584,197,car,213,107,0.9108953218834073
5,51,1159,89,car,126,72,0.9013509899377823
3,52,549,209,car,220,113,0.9120022230423414
5,52,1158,90,car,129,73,0.902751350402832
3,53,517,218,car,213,111,0.9129687558929875
