track,frame,x,y,class,width,height
1,6,404,426,car,266,214
3,6,255,349,car,75,50
5,6,581,197,car,54,38
1,7,425,414,car,261,209
3,7,232,360,car,78,51
5,7,561,201,car,47,34
1,8,446,402,car,256,205
3,8,211,370,car,81,53
5,8,545,204,car,42,30
1,9,466,391,car,251,201
3,9,189,379,car,84,55
5,9,530,210,car,46,33
1,10,482,379,car,241,192
3,10,166,389,car,86,56
5,10,513,215,car,46,33
1,11,499,365,car,232,185
3,11,140,398,car,86,56
5,11,499,218,car,46,33
6,11,531,228,car,65,40
1,12,513,356,car,227,181
3,12,114,410,car,91,59
5,12,483,225,car,46,33
6,12,515,236,car,60,38
1,13,530,348,car,220,175
3,13,87,420,car,94,60
5,13,471,230,car,49,35
6,13,501,241,car,62,39
1,14,544,339,car,214,171
3,14,59,435,car,98,63
5,14,453,237,car,48,34
6,14,485,250,car,60,38
1,15,560,332,car,207,165
3,15,38,444,car,101,64
5,15,436,243,car,50,36
6,15,473,253,car,69,44
1,16,577,321,car,199,159
5,16,419,249,car,51,36
6,16,459,257,car,70,44
5,17,402,256,car,52,37
6,17,445,263,car,74,47
5,18,384,262,car,51,37
6,18,429,269,car,74,48
9,18,246,566,car,138,86
5,19,366,269,car,55,39
6,19,414,276,car,73,47
9,19,275,546,car,135,84
5,20,349,275,car,56,40
6,20,398,280,car,77,50
9,20,301,529,car,132,83
5,21,330,283,car,55,40
6,21,382,287,car,80,53
9,21,327,513,car,126,80
5,22,309,291,car,57,40
6,22,366,295,car,82,54
9,22,351,495,car,121,78
5,23,289,299,car,59,42
6,23,348,303,car,86,57
9,23,373,481,car,113,73
5,24,268,308,car,63,44
6,24,329,313,car,85,57
9,24,396,470,car,111,73
5,25,245,317,car,64,45
6,25,310,321,car,85,58
9,25,415,456,car,108,72
5,26,223,326,car,68,47
6,26,292,329,car,85,58
9,26,434,443,car,108,72
5,27,201,336,car,70,47
6,27,272,336,car,89,61
9,27,453,431,car,104,71
5,28,177,344,car,75,50
6,28,253,345,car,92,63
9,28,474,418,car,97,67
5,29,153,354,car,77,51
6,29,230,353,car,92,63
9,29,490,406,car,93,65
5,30,127,366,car,82,53
6,30,209,363,car,92,64
9,30,507,396,car,91,64
5,31,99,377,car,86,56
6,31,187,372,car,98,69
9,31,524,384,car,85,60
5,32,68,389,car,86,55
6,32,163,382,car,102,71
9,32,544,371,car,83,58
12,32,243,573,car,121,69
5,33,47,398,car,88,56
6,33,138,393,car,104,73
12,33,268,555,car,120,68
13,33,230,504,car,114,65
6,34,112,405,car,105,74
12,34,292,538,car,114,65
13,34,255,487,car,110,63
6,35,85,417,car,109,76
12,35,316,521,car,116,67
13,35,281,474,car,107,61
6,36,58,429,car,111,78
12,36,338,507,car,113,66
13,36,304,460,car,107,62
6,37,38,437,car,113,79
12,37,361,492,car,111,65
13,37,329,447,car,103,60
12,38,383,478,car,110,66
13,38,351,433,car,100,58
12,39,404,464,car,104,63
13,39,372,421,car,99,58
12,40,422,454,car,103,64
13,40,392,408,car,96,57
12,41,439,443,car,95,59
13,41,411,399,car,97,58
12,42,455,431,car,92,58
13,42,427,388,car,87,53
14,42,248,564,car,133,83
12,43,471,419,car,89,56
13,43,444,378,car,83,50
14,43,275,547,car,131,83
12,44,488,409,car,84,53
13,44,462,368,car,84,51
14,44,301,531,car,132,84
12,45,504,402,car,86,56
13,45,479,359,car,78,48
14,45,326,515,car,125,80
12,46,519,392,car,83,54
13,46,496,350,car,78,48
14,46,350,496,car,119,77
12,47,538,380,car,81,53
13,47,511,342,car,73,46
14,47,374,482,car,113,74
13,48,527,333,car,71,45
14,48,396,470,car,109,72
13,49,540,323,car,71,45
14,49,415,456,car,105,69
13,50,554,317,car,70,45
14,50,433,444,car,102,68
15,50,241,485,car,103,68
13,51,568,307,car,69,44
14,51,451,431,car,98,66
15,51,267,468,car,103,67
13,52,581,299,car,68,44
14,52,468,423,car,99,68
15,52,293,454,car,102,67
16,52,606,182,car,48,34
13,53,597,290,car,67,43
14,53,485,410,car,95,65
15,53,318,442,car,103,68
16,53,594,186,car,51,36
14,54,501,401,car,91,63
15,54,342,429,car,99,66
16,54,584,190,car,50,35
14,55,518,391,car,87,61
15,55,364,417,car,95,64
16,55,571,194,car,50,36
14,56,538,378,car,84,59
15,56,386,403,car,92,62
16,56,559,197,car,52,37
15,57,406,390,car,86,58
16,57,548,201,car,51,36
