track,frame,x,y,class,width,height,confidence
1,6,565,487,car,135,125,0.9635227024555206
2,6,541,347,car,82,59,0.9625195066134135
3,6,582,284,car,72,51,0.7966798742612203
4,6,692,331,car,67,59,0.8782444596290588
6,6,664,242,car,54,37,0.7038962741692861
1,7,563,502,car,142,131,0.9363082732473101
2,7,540,353,car,81,59,0.9612284983907428
3,7,580,293,car,60,42,0.8029874903815133
4,7,693,335,car,70,62,0.8845542669296265
6,7,665,244,car,57,39,0.706478978906359
1,8,559,518,car,152,141,0.9376408830285072
2,8,536,357,car,83,60,0.9634724110364914
3,8,579,295,car,63,45,0.8125631362199783
4,8,694,340,car,71,63,0.8837587684392929
6,8,667,249,car,47,32,0.7040518671274185
1,9,553,533,car,163,153,0.9293487601810031
2,9,533,363,car,84,62,0.9651580784055922
3,9,578,297,car,63,45,0.8085788355933295
4,9,696,345,car,76,68,0.8882032897737291
6,9,669,251,car,48,33,0.7129338052537706
1,10,548,549,car,177,168,0.8867209434509278
2,10,532,367,car,85,63,0.9670302391052246
3,10,577,302,car,58,41,0.8008590042591095
4,10,698,349,car,78,71,0.8817032814025879
6,10,671,254,car,50,35,0.7274534702301025
1,11,540,570,car,185,175,0.8868394873358987
2,11,529,373,car,87,64,0.9668480157852173
3,11,576,304,car,61,44,0.7965882854028181
4,11,698,354,car,79,71,0.8667343746532093
6,11,672,256,car,51,35,0.7429900386116721
1,12,529,594,car,195,186,0.8885402083396912
2,12,524,379,car,88,65,0.9684555679559708
3,12,575,310,car,59,43,0.7855595250924429
4,12,701,361,car,81,73,0.8627724746863047
6,12,674,257,car,53,37,0.7538914879163107
8,12,1717,373,car,131,90,0.9780758519967397
1,13,516,623,car,210,201,0.8948319829427279
2,13,520,386,car,93,68,0.968712329864502
3,13,573,313,car,62,45,0.791097145814162
4,13,704,366,car,85,77,0.8642887473106384
6,13,674,260,car,53,38,0.764775982269874
8,13,1688,366,car,127,86,0.979405130658831
1,14,503,651,car,225,216,0.8984782653195518
2,14,512,393,car,94,70,0.9685766696929932
3,14,572,316,car,63,46,0.7975591250828334
4,14,703,374,car,83,76,0.8537077222551618
6,14,675,261,car,59,42,0.7726446305002485
8,14,1661,362,car,124,84,0.9780891984701157
1,15,483,685,car,246,238,0.900614615281423
2,15,506,402,car,98,73,0.9697680552800496
3,15,568,319,car,65,48,0.8050634702046712
4,15,700,382,car,87,80,0.849777897198995
6,15,675,262,car,63,45,0.7800408879915873
8,15,1636,355,car,123,82,0.977149936887953
10,15,583,280,car,48,38,0.6233041882514954
1,16,459,726,car,260,253,0.9051356390118599
2,16,497,410,car,103,78,0.9695425741374493
3,16,565,325,car,62,46,0.8094928748905659
4,16,697,388,car,92,84,0.8527769483625889
6,16,676,264,car,64,47,0.7849958539009094
8,16,1609,351,car,119,78,0.977826452255249
10,16,581,282,car,47,37,0.620467117854527
1,17,432,775,car,292,286,0.9086916481747347
2,17,488,420,car,105,80,0.970168881556567
3,17,562,327,car,68,50,0.8040381950490615
4,17,695,395,car,98,92,0.8515794732991386
6,17,676,268,car,61,44,0.783099072821
8,17,1583,347,car,120,78,0.9788619442419573
10,17,579,290,car,57,44,0.6273229420185089
1,18,400,831,car,328,324,0.9114739530616336
2,18,479,428,car,109,83,0.9710869656668769
3,18,558,331,car,66,50,0.7936615182293786
4,18,694,402,car,102,97,0.8550274338987138
6,18,676,271,car,62,46,0.7875370350148942
8,18,1559,342,car,118,76,0.978973443309466
10,18,578,294,car,63,49,0.6515191594759623
1,19,359,885,car,347,342,0.9154403680249265
2,19,472,438,car,116,89,0.9719137800367255
3,19,555,336,car,67,51,0.8001161625510768
4,19,693,414,car,101,96,0.8561226443240517
6,19,677,274,car,63,47,0.790497993168078
8,19,1536,337,car,116,74,0.9794156826459445
10,19,576,296,car,66,52,0.6742523610591888
11,19,1710,442,car,148,94,0.9953401982784271
1,20,310,926,car,328,312,0.9178276181221008
2,20,463,448,car,115,88,0.9725158482789993
3,20,552,339,car,68,52,0.7955626815557479
4,20,691,422,car,106,102,0.8621412307024002
6,20,676,276,car,63,48,0.7934249579906464
8,20,1515,332,car,112,71,0.9776489010878971
10,20,575,300,car,63,50,0.6899980198253285
