track,frame,x,y,class,width,height,confidence
1,6,552,209,car,229,117,0.9720416863759359
2,6,1497,694,car,404,376,0.847378800312678
3,6,1118,55,car,78,48,0.866655151049296
4,6,1190,75,car,99,71,0.883006234963735
1,7,523,217,car,219,112,0.974421569279262
2,7,1529,736,car,441,410,0.847378800312678
3,7,1116,56,car,86,53,0.877641601221902
4,7,1187,77,car,105,75,0.8943524616105216
1,8,494,227,car,216,111,0.9757809638977051
3,8,1111,56,car,88,54,0.8664712905883789
4,8,1184,76,car,106,76,0.9024840816855431
1,9,461,240,car,229,119,0.9734522104263306
3,9,1104,56,car,90,54,0.8538366357485453
4,9,1182,77,car,108,77,0.9071040153503418
1,10,431,252,car,230,122,0.971859335899353
3,10,1101,59,car,98,59,0.8525661170482636
4,10,1182,78,car,113,81,0.9039146900177002
1,11,401,266,car,229,123,0.971131909977306
3,11,1099,58,car,103,62,0.8551926721226085
4,11,1176,81,car,116,82,0.9011897553097118
1,12,373,275,car,215,117,0.9701464374860128
3,12,1096,63,car,106,63,0.8572175850470861
4,12,1172,83,car,117,83,0.8920557896296183
1,13,342,289,car,197,109,0.9663290014633765
3,13,1093,66,car,105,63,0.8502710048968976
4,13,1167,86,car,106,74,0.887490648489732
1,14,311,305,car,199,111,0.9678621760436467
3,14,1090,67,car,105,62,0.8532696536609105
4,14,1165,86,car,113,78,0.886682037796293
1,15,282,317,car,199,114,0.9667455037434896
3,15,1086,67,car,103,60,0.849026620388031
4,15,1160,88,car,115,79,0.8725331068038941
1,16,255,328,car,203,119,0.9670042842626572
3,16,1080,67,car,105,61,0.8519803658127785
4,16,1155,88,car,118,81,0.8639753945171833
1,17,227,341,car,197,119,0.9579242783434251
3,17,1076,68,car,106,61,0.8537403239923365
4,17,1151,88,car,121,82,0.8662283981547636
1,18,197,357,car,185,113,0.9576868116855621
3,18,1073,71,car,117,67,0.8491984241538577
4,18,1147,91,car,122,83,0.86614219016499
1,19,172,367,car,182,114,0.9467688924387881
3,19,1067,72,car,116,66,0.836371522200735
4,19,1145,94,car,123,84,0.8681290871218631
1,20,144,378,car,183,115,0.9467688924387881
3,20,1064,73,car,115,65,0.8382022380828857
4,20,1141,96,car,126,86,0.863338440656662
3,21,1061,73,car,118,66,0.8412644494147528
4,21,1134,102,car,129,88,0.8637189666430155
3,22,1060,73,car,119,66,0.8459025458856062
4,22,1127,105,car,129,88,0.8677670359611511
3,23,1058,74,car,121,67,0.8502247722252555
4,23,1121,110,car,129,88,0.8707201143969661
3,24,1056,74,car,116,63,0.8533765425284704
4,24,1116,114,car,128,87,0.8732804730534554
3,25,1053,75,car,114,62,0.8555660939216614
4,25,1112,119,car,135,92,0.8728244519233703
3,26,1048,76,car,116,62,0.8584982661100534
4,26,1105,125,car,147,102,0.8739326252387121
3,27,1043,78,car,116,61,0.8620478135568125
4,27,1102,129,car,145,102,0.8744514761147676
3,28,1039,79,car,117,61,0.8651443549564907
4,28,1099,132,car,145,102,0.8721917910235268
3,29,1037,79,car,116,60,0.8626745548741571
4,29,1092,140,car,152,109,0.8657192711172432
3,30,1027,83,car,121,62,0.8648502091566722
4,30,1088,147,car,161,118,0.8566244165102641
3,31,1017,84,car,124,63,0.8662590115301071
4,31,1084,151,car,165,121,0.8566244165102641
3,32,1008,86,car,125,63,0.8673525173217058
3,33,996,89,car,130,65,0.8705301953084541
3,34,983,91,car,131,65,0.8737300581791821
3,35,971,94,car,131,63,0.877069924558912
3,36,953,98,car,137,65,0.8801692807012134
3,37,937,100,car,138,65,0.88308464353149
3,38,919,103,car,146,68,0.8860151563820086
8,38,1198,74,car,115,64,0.943810760974884
3,39,901,106,car,153,71,0.8885164627662072
8,39,1193,76,car,112,63,0.945966933454786
9,39,1116,268,car,143,187,0.6903879940509796
3,40,880,109,car,159,74,0.8911144152283669
8,40,1190,77,car,111,62,0.9485518485307693
9,40,1126,284,car,145,188,0.7200602718761989
3,41,858,115,car,157,73,0.8936651072851042
8,41,1187,77,car,111,62,0.9496586057874892
9,41,1140,306,car,157,203,0.7395652607083321
3,42,837,119,car,160,74,0.8960115285146804
8,42,1183,77,car,110,61,0.9445833384990692
9,42,1156,330,car,164,209,0.7472955452071296
3,43,812,126,car,168,78,0.8982335453809693
8,43,1178,82,car,117,65,0.9395031495527788
9,43,1177,357,car,186,236,0.7669106900691987
3,44,788,132,car,173,81,0.9004010178826072
8,44,1175,86,car,125,69,0.9374302923679352
9,44,1198,384,car,201,253,0.7849034070968628
3,45,763,138,car,181,85,0.9024339927567376
8,45,1172,86,car,129,72,0.9358574060293344
9,45,1223,412,car,208,257,0.7642167409261068
3,46,737,146,car,183,87,0.9043553886206254
8,46,1170,87,car,130,72,0.9354642459324428
9,46,1252,441,car,221,268,0.7798662185668945
3,47,709,153,car,176,84,0.9061318394985605
8,47,1167,86,car,127,71,0.9372899254163106
9,47,1287,472,car,235,280,0.7945541611739567
3,48,680,161,car,176,84,0.9067338394622008
8,48,1165,88,car,129,72,0.9378406964242458
9,48,1324,502,car,244,283,0.7986713329950968
3,49,650,171,car,187,91,0.9082657135262782
8,49,1162,88,car,133,74,0.9348640161402085
9,49,1358,533,car,248,281,0.7950136251747608
3,50,615,185,car,211,104,0.9094557309150696
8,50,1160,89,car,135,75,0.9294523000717163
9,50,1377,556,car,256,289,0.7950136251747608
3,51,584,197,car,213,107,0.9108953218834073
8,51,1159,89,car,130,72,0.9292982816696167
3,52,549,209,car,220,113,0.9120022230423414
8,52,1158,90,car,132,73,0.9310517281293869
3,53,517,218,car,213,111,0.9129687558929875
8,53,1158,90,car,133,74,0.9302168233054025
3,54,486,229,car,213,114,0.9142614106337229
8,54,1156,89,car,128,70,0.930269951170141
3,55,454,239,car,207,113,0.9133768374269658
8,55,1155,90,car,132,72,0.9306216214014136
3,56,419,257,car,216,120,0.9137751119477409
8,56,1153,89,car,126,69,0.9303821797172228
3,57,387,270,car,207,118,0.9140014230159291
8,57,1153,89,car,126,68,0.9299151420593261
3,58,358,282,car,196,114,0.9147828652940947
8,58,1149,89,car,127,68,0.9279153507489425
3,59,326,296,car,186,110,0.914988599591336
8,59,1148,90,car,125,67,0.9250849419169955
3,60,294,312,car,183,111,0.9153110802173614
8,60,1144,91,car,129,69,0.9240266127245766
3,61,264,325,car,179,112,0.9162057169148179
8,61,1139,91,car,125,66,0.9227795148717945
3,62,232,339,car,174,111,0.9168595575517223
8,62,1132,93,car,130,68,0.9225238601366679
3,63,204,353,car,172,112,0.9173879566646758
8,63,1126,95,car,130,66,0.9235108302485558
3,64,178,367,car,170,113,0.9179636109620333
8,64,1119,99,car,139,70,0.9236416574567556
