track,frame,x,y,class,width,height,confidence
1,6,650,879,car,277,272,0.9736596047878265
2,6,1501,242,car,240,199,0.9900212188561758
3,6,636,326,car,102,77,0.9710227946440378
4,6,696,267,car,81,61,0.9046583076318105
5,6,815,280,car,93,84,0.8817227979501089
6,6,778,357,car,119,83,0.9151022533575693
8,6,762,211,car,73,55,0.8194362421830496
9,6,766,463,car,160,145,0.8350512484709421
10,6,1319,174,car,44,30,0.7760779956976572
11,6,910,173,car,51,42,0.7886077662309011
1,7,643,912,car,297,293,0.9746640494891575
2,7,1487,233,car,232,193,0.9899604490825108
3,7,633,328,car,104,79,0.9695116451808384
4,7,696,267,car,82,62,0.899454517023904
5,7,814,282,car,105,95,0.8724457621574402
6,7,776,360,car,122,86,0.9245905791010175
8,7,760,211,car,73,55,0.8194181493350438
9,7,762,469,car,167,153,0.8161863684654236
10,7,1316,171,car,42,29,0.7567382795470101
11,7,908,174,car,50,41,0.7973460129329136
13,7,434,554,car,224,204,0.6460482279459635
1,8,636,939,car,290,286,0.9761859029531479
2,8,1471,226,car,220,184,0.9893933683633804
3,8,629,333,car,106,81,0.9687344208359718
4,8,695,270,car,81,61,0.8992032408714294
5,8,813,283,car,106,96,0.853946715593338
6,8,775,364,car,125,88,0.9321679621934891
8,8,759,212,car,74,56,0.818827711045742
9,8,760,478,car,165,153,0.8154213204979897
10,8,1312,169,car,42,29,0.7581393495202065
11,8,906,176,car,51,41,0.799519918859005
13,8,421,573,car,230,208,0.67394129719053
1,9,628,959,car,267,260,0.9781034588813782
2,9,1459,218,car,209,175,0.9894365204705132
3,9,627,336,car,107,82,0.9696042206552293
4,9,694,272,car,81,61,0.9012099835607741
5,9,813,285,car,109,100,0.8577747941017151
6,9,773,368,car,128,91,0.9379432598749796
8,9,757,212,car,75,56,0.8238599565294054
9,9,756,488,car,167,156,0.8315635720888773
10,9,1310,168,car,38,26,0.7628426949183146
11,9,903,178,car,53,43,0.8100995024045309
13,9,406,592,car,240,218,0.6581210717558861
