track,frame,x,y,class,width,height,confidence
3,6,636,277,car,74,42,0.861423671245575
4,6,416,253,car,65,29,0.8992541333039602
3,7,642,274,car,74,42,0.8682491864476886
4,7,389,257,car,65,29,0.9019147072519574
3,8,649,272,car,72,41,0.8748694285750389
4,8,361,262,car,64,28,0.8960687816143036
5,8,1111,431,car,119,63,0.964432547489802
3,9,659,269,car,72,41,0.8781488471561008
4,9,333,265,car,65,28,0.8966016835636563
5,9,1087,427,car,114,60,0.9607552034514291
3,10,669,269,car,73,41,0.8851172924041748
4,10,304,269,car,69,30,0.900421142578125
5,10,1065,423,car,111,57,0.9602368324995041
3,11,680,268,car,71,40,0.8883688124743375
4,11,275,275,car,68,29,0.9003127325664867
5,11,1042,422,car,111,57,0.9484197960959541
3,12,689,265,car,70,39,0.8892714977264404
4,12,243,280,car,73,31,0.8965071886777878
5,12,1019,420,car,112,57,0.951827597618103
3,13,698,263,car,69,38,0.8911784337117121
4,13,213,286,car,73,31,0.897469869026771
5,13,999,418,car,111,56,0.9554396921938116
3,14,708,262,car,69,37,0.891825088432857
4,14,182,291,car,76,32,0.874331282717841
5,14,979,415,car,109,55,0.9573668191830317
3,15,718,260,car,72,39,0.8950449585914612
4,15,147,297,car,76,32,0.8661009709040324
5,15,958,412,car,116,58,0.9599767510707562
3,16,728,257,car,73,39,0.8973350934684277
4,16,111,303,car,77,32,0.860533807426691
5,16,939,409,car,111,55,0.9618255708898816
3,17,738,253,car,70,37,0.8990931510925293
4,17,74,308,car,81,33,0.8588310480117798
5,17,921,406,car,109,53,0.9633843938509623
3,18,748,250,car,69,37,0.9021832843621572
4,18,44,313,car,82,33,0.8588310480117798
5,18,904,402,car,111,54,0.965045403689146
3,19,759,247,car,69,36,0.9033624027904711
5,19,886,399,car,109,52,0.9666083069408641
3,20,768,247,car,71,37,0.9012312561273574
5,20,868,396,car,107,51,0.9679455823368497
3,21,776,244,car,70,37,0.9020815378143674
5,21,853,396,car,106,50,0.9690856557143362
3,22,788,244,car,67,35,0.9020389968698675
5,22,836,394,car,109,51,0.9699031978845596
3,23,798,244,car,68,35,0.9043956865435061
5,23,822,394,car,110,51,0.9708112762087867
3,24,808,242,car,69,36,0.9060563171903292
5,24,808,392,car,113,53,0.9713897461240942
3,25,817,240,car,67,35,0.9070978832244873
5,25,793,390,car,113,52,0.9723348202912704
3,26,825,237,car,70,37,0.8984261200978205
5,26,781,389,car,111,52,0.9729111740986506
3,27,833,236,car,62,33,0.890061758182667
5,27,768,388,car,111,51,0.9733814024925231
3,28,846,234,car,59,32,0.8889184572866985
5,28,757,385,car,108,50,0.9729955586103293
3,29,854,231,car,60,32,0.8835369512952608
5,29,744,383,car,107,49,0.9735077906537939
3,30,864,229,car,59,32,0.8835369512952608
5,30,732,381,car,107,48,0.9733300868953977
5,31,722,381,car,106,48,0.9737557172775269
5,32,713,379,car,113,51,0.9742417673269907
5,33,704,377,car,107,48,0.9746165583210606
5,34,696,376,car,104,47,0.9748565293848515
5,35,684,375,car,105,48,0.9749792778130734
5,36,674,375,car,104,48,0.9752824779819039
5,37,666,372,car,102,47,0.9747679676328387
5,38,657,371,car,102,47,0.9749367121193144
5,39,649,368,car,103,48,0.9745334499591106
5,40,642,366,car,101,47,0.9747768546405592
5,41,635,364,car,97,45,0.9740035656170968
5,42,627,362,car,96,45,0.9732215255498886
5,43,621,362,car,99,46,0.9713681863575447
5,44,615,360,car,97,46,0.9705787428787777
5,45,607,357,car,96,46,0.9703589830287668
5,46,601,355,car,95,46,0.9705724607814442
5,47,595,353,car,94,46,0.9689793467521668
6,47,724,205,car,49,24,0.7627505858739217
5,48,587,349,car,89,44,0.9638903866643491
6,48,710,206,car,49,25,0.7380080563681466
5,49,582,346,car,87,44,0.9635575058612418
6,49,701,208,car,51,25,0.7560698390007019
5,50,578,343,car,88,46,0.9635528437793255
