frame,x,y,w,h,confidence,name
1,745,244,143,70,0.9903526306152344,car
1,790,306,146,86,0.9850655198097229,car
1,94,489,189,150,0.8758784532546997,car
1,67,863,134,171,0.8739091753959656,car
1,646,121,78,35,0.7624365091323853,car
1,210,549,365,257,0.7069907784461975,car
1,1020,182,52,35,0.6846773624420166,car
1,696,68,55,23,0.6466706395149231,car
1,679,133,84,36,0.628483772277832,car
1,739,148,87,34,0.6187540292739868,car
1,210,550,366,246,0.5710810422897339,car
1,870,119,55,27,0.5515173673629761,car
1,1091,173,30,32,0.5084680914878845,car
1,797,123,61,36,0.4255528151988983,car
1,962,119,38,23,0.2783571481704712,car
2,806,298,157,86,0.9902527928352356,car
2,761,238,141,66,0.9856588840484619,car
2,122,474,195,149,0.9811786413192749,car
2,81,854,163,184,0.8835363984107971,car
2,239,536,366,256,0.789946973323822,car
2,646,122,78,34,0.7702264785766602,car
2,1024,182,53,34,0.7259766459465027,car
2,696,69,55,24,0.6640430092811584,car
2,679,132,84,35,0.638291597366333,car
2,739,148,87,34,0.6102089881896973,car
2,870,119,55,27,0.5919333696365356,car
2,240,533,351,249,0.49675455689430237,car
2,797,123,61,35,0.4554941654205322,car
2,1094,171,32,28,0.40390971302986145,car
2,962,120,39,23,0.30714255571365356,car
2,915,118,47,25,0.27061665058135986,car
3,777,236,130,66,0.9920666813850403,car
3,817,292,146,83,0.990131676197052,car
3,150,460,193,147,0.9783008098602295,car
3,96,845,192,183,0.9373601078987122,car
3,1028,182,49,32,0.8061887621879578,car
3,645,122,77,34,0.787580668926239,car
3,267,524,374,250,0.7649363875389099,car
3,697,68,54,23,0.6995814442634583,car
3,679,132,84,35,0.677552342414856,car
3,740,148,88,34,0.6645913124084473,car
3,870,119,55,27,0.6280657649040222,car
3,798,123,60,35,0.5138649344444275,car
3,265,523,349,248,0.4755758047103882,car
3,962,120,38,23,0.3715890347957611,car
3,916,118,46,26,0.3042050004005432,car
4,790,234,131,66,0.988248348236084,car
4,827,288,135,77,0.987115740776062,car
4,180,449,199,148,0.9561644792556763,car
4,111,842,223,206,0.9276090264320374,car
4,300,508,369,246,0.8374093770980835,car
4,1031,181,47,32,0.828049898147583,car
4,645,122,77,34,0.7949123978614807,car
4,696,69,55,24,0.6929235458374023,car
4,679,132,84,35,0.687271237373352,car
4,740,148,87,34,0.6643642783164978,car
4,870,119,55,27,0.6311002969741821,car
4,798,123,60,35,0.5045241713523865,car
4,962,120,38,23,0.4086363613605499,car
4,300,507,368,256,0.3623715937137604,car
4,1097,171,30,27,0.32399311661720276,car
4,1125,173,27,27,0.31602662801742554,car
4,915,118,45,25,0.29676133394241333,car
5,803,230,122,59,0.9820942878723145,car
5,841,282,130,77,0.9766451716423035,car
5,217,427,213,157,0.9753836393356323,car
5,128,842,257,216,0.939416766166687,car
5,329,494,365,245,0.9370682835578918,car
5,1035,180,45,35,0.7737418413162231,car
5,645,122,77,34,0.7713098526000977,car
5,696,69,55,24,0.6639291048049927,car
5,679,132,84,35,0.6632773280143738,car
5,740,148,86,34,0.6199659109115601,car
5,870,119,55,27,0.6010607481002808,car
5,797,123,61,35,0.47371920943260193,car
5,962,120,38,23,0.3513205349445343,car
5,916,118,46,25,0.2694379985332489,car
6,853,280,122,73,0.9848624467849731,car
6,241,417,204,139,0.9758766293525696,car
6,144,832,288,228,0.913018524646759,car
6,814,226,120,64,0.8909445405006409,car
6,1039,180,44,34,0.81548011302948,car
6,679,132,84,36,0.7986069321632385,car
6,645,122,76,34,0.7467884421348572,car
6,870,119,54,27,0.6983997821807861,car
6,696,69,53,23,0.689084529876709,car
6,355,477,357,234,0.6781202554702759,car
6,355,479,347,237,0.6523855328559875,car
6,740,148,86,34,0.6246764659881592,car
6,797,123,58,36,0.5061221718788147,car
6,961,120,39,23,0.4281148910522461,car
6,915,118,44,25,0.3070334792137146,car
7,865,275,121,72,0.9919728636741638,car
7,271,408,195,133,0.9732187986373901,car
7,827,224,115,60,0.9584865570068359,car
7,161,824,323,245,0.9506435394287109,car
7,1044,180,46,32,0.8169503808021545,car
7,679,132,84,36,0.8109256625175476,car
7,645,122,76,34,0.7500090599060059,car
7,870,119,54,27,0.6844397187232971,car
7,696,69,53,23,0.6831302046775818,car
7,739,148,85,34,0.6266687512397766,car
7,385,467,359,232,0.6020811796188354,car
7,385,467,346,228,0.5677499771118164,car
7,797,123,58,36,0.5133407115936279,car
7,962,120,40,23,0.4292620122432709,car
7,1104,173,28,28,0.30482926964759827,car
7,915,118,44,25,0.3047132194042206,car
8,874,269,114,71,0.9942132234573364,car
8,302,393,201,133,0.9847100377082825,car
8,177,799,355,214,0.9597142338752747,car
8,839,219,108,59,0.927405595779419,car
8,1048,180,46,30,0.834324836730957,car
8,679,132,84,36,0.7860241532325745,car
8,645,122,76,34,0.7150627374649048,car
8,412,456,359,224,0.7120671272277832,car
8,696,69,53,23,0.6438595652580261,car
8,870,119,54,27,0.6345206499099731,car
8,740,148,86,34,0.5910069942474365,car
8,411,456,362,225,0.5572834014892578,car
8,797,123,58,36,0.4682910144329071,car
8,962,120,40,23,0.35968247056007385,car
8,901,118,67,25,0.25810661911964417,car
9,849,218,107,57,0.982702374458313,car
9,887,267,112,71,0.9765506982803345,car
9,333,381,204,127,0.9697136282920837,car
9,201,793,387,237,0.9284528493881226,car
9,1049,179,43,28,0.8541731834411621,car
9,679,132,84,36,0.8207882642745972,car
9,445,440,344,222,0.7606083750724792,car
9,645,122,76,34,0.7528367638587952,car
9,697,69,54,23,0.6944462060928345,car
9,870,119,54,27,0.6837120056152344,car
9,740,148,86,34,0.646660327911377,car
9,797,123,58,35,0.5228148102760315,car
9,442,445,332,229,0.4129831790924072,car
9,962,120,40,23,0.4037342965602875,car
9,914,118,45,25,0.29071733355522156,car
10,894,264,105,70,0.9914336800575256,car
10,857,215,107,53,0.985320508480072,car
10,362,366,203,119,0.9778398871421814,car
10,228,794,386,261,0.9197489619255066,car
10,1053,178,42,30,0.8721793293952942,car
10,679,132,84,36,0.8347217440605164,car
10,645,122,76,34,0.7835010886192322,car
10,466,430,341,211,0.7301682233810425,car
10,697,69,54,23,0.7198188900947571,car
10,870,119,54,27,0.6997609734535217,car
10,740,148,86,34,0.6415887475013733,car
10,467,430,320,216,0.592429518699646,car
10,797,123,58,35,0.5178907513618469,car
10,961,120,39,23,0.45127084851264954,car
10,914,118,45,25,0.3048040270805359,car
11,390,359,193,120,0.9851605892181396,car
11,906,261,100,64,0.9756959676742554,car
11,262,780,394,248,0.9738565683364868,car
11,867,212,99,56,0.9694530963897705,car
11,679,132,84,36,0.8182229399681091,car
11,495,417,335,207,0.7992228269577026,car
11,1056,177,38,30,0.7926884889602661,car
11,645,122,76,34,0.7626391053199768,car
11,696,69,53,23,0.7114740610122681,car
11,869,119,53,27,0.6782780885696411,car
11,740,148,86,34,0.6109328269958496,car
11,797,123,56,35,0.4882684350013733,car
11,495,418,337,202,0.45611947774887085,car
11,961,120,39,23,0.44641971588134766,car
11,914,117,44,25,0.30371809005737305,car
12,915,256,99,64,0.9839731454849243,car
12,876,210,102,60,0.9797326326370239,car
12,420,346,201,116,0.9744781255722046,car
12,287,775,416,244,0.9422003626823425,car
12,679,132,84,36,0.8288297653198242,car
12,645,121,76,33,0.7864792346954346,car
12,696,69,53,23,0.7168117165565491,car
12,1060,177,40,34,0.7056688666343689,car
12,870,119,54,27,0.6935300230979919,car
12,740,148,86,34,0.6523966789245605,car
12,515,408,326,200,0.6204344034194946,car
12,516,403,331,203,0.5393621325492859,car
12,797,123,56,35,0.5089195370674133,car
12,961,120,39,23,0.4460196793079376,car
12,914,118,43,26,0.30323928594589233,car
13,924,253,96,62,0.9936407208442688,car
13,447,335,190,102,0.9864003658294678,car
13,888,209,92,53,0.9684256315231323,car
13,318,760,402,238,0.87425696849823,car
13,679,132,84,36,0.8498561978340149,car
13,644,121,77,33,0.8203920125961304,car
13,1062,177,40,34,0.817517101764679,car
13,697,69,54,23,0.751327395439148,car
13,870,119,54,27,0.7379305362701416,car
13,739,148,85,34,0.6576696038246155,car
13,546,396,309,195,0.6146926879882812,car
13,546,397,318,198,0.5871968269348145,car
13,797,123,58,36,0.5555939078330994,car
13,962,120,40,23,0.49627619981765747,car
