frame,x,y,w,h,confidence,name
1,678,744,220,213,0.9914137125015259,car
1,1593,291,308,254,0.9878876209259033,car
1,647,314,98,74,0.9640481472015381,car
1,704,264,79,60,0.9498263597488403,car
1,124,961,247,238,0.9454992413520813,car
1,820,279,99,90,0.902442455291748,car
1,788,342,104,73,0.8424973487854004,car
1,497,480,186,171,0.8173720836639404,car
1,770,206,73,56,0.8009670376777649,car
1,779,442,131,117,0.7788382768630981,car
1,1335,184,50,35,0.734045147895813,car
1,1790,212,77,36,0.6695359945297241,car
1,920,168,46,38,0.6190568208694458,car
1,1421,183,60,45,0.6044952273368835,car
1,1869,238,82,28,0.5119069814682007,car
1,1349,140,35,22,0.4919731020927429,car
1,1303,122,35,18,0.46108278632164,car
1,1900,243,40,29,0.4219949245452881,car
1,497,480,186,171,0.4041697084903717,car
1,779,442,131,117,0.40155029296875,car
1,1015,116,36,16,0.3882904350757599,car
1,1206,118,35,15,0.37268003821372986,car
1,957,127,40,26,0.36188751459121704,car
1,1421,183,60,45,0.3265865445137024,car
1,1266,121,32,17,0.3264409303665161,car
1,1236,121,45,16,0.31541121006011963,car
1,1572,158,43,29,0.3076786994934082,car
1,1158,119,39,13,0.3014829158782959,car
1,982,120,36,24,0.27033668756484985,car
1,1819,216,71,29,0.2644041180610657,car
2,674,769,224,219,0.9928131699562073,car
2,1568,277,299,238,0.9895525574684143,car
2,776,443,135,124,0.9777864813804626,car
2,644,316,99,73,0.96956866979599,car
2,704,264,78,61,0.9541360139846802,car
2,819,279,98,86,0.9356736540794373,car
2,108,989,216,181,0.9087861180305481,car
2,784,344,109,70,0.9018208384513855,car
2,1332,182,50,35,0.8294200897216797,car
2,768,209,75,54,0.7845135927200317,car
2,1418,182,65,43,0.702147364616394,car
2,918,167,49,42,0.6634809374809265,car
2,492,492,190,174,0.6465991139411926,car
2,1792,212,76,36,0.6170879006385803,car
2,955,127,41,25,0.5990714430809021,car
2,1869,238,81,28,0.5878801345825195,car
2,490,493,193,175,0.5335897207260132,car
2,1349,141,33,25,0.4932481646537781,car
2,1305,121,34,18,0.4796975553035736,car
2,1900,243,39,28,0.47220203280448914,car
2,1229,121,44,16,0.4240339398384094,car
2,1269,121,28,16,0.3222021162509918,car
2,1011,116,35,16,0.3095138967037201,car
2,1291,152,36,30,0.307461678981781,car
2,1821,216,76,29,0.2947656810283661,car
2,1208,118,32,16,0.2901757061481476,car
2,1158,119,36,13,0.2871101200580597,car
2,1418,182,65,43,0.28632625937461853,car
2,1127,120,34,14,0.26561471819877625,car
3,665,795,235,237,0.9930136203765869,car
3,1548,268,269,226,0.9905834794044495,car
3,643,319,101,77,0.9767177104949951,car
3,703,265,80,60,0.9115819334983826,car
3,783,345,106,70,0.8929816484451294,car
3,817,280,100,86,0.8736910820007324,car
3,917,170,52,40,0.8713914752006531,car
3,766,209,75,55,0.8460696339607239,car
3,1414,180,60,41,0.8081048727035522,car
3,80,1019,161,121,0.7792323231697083,car
3,775,449,133,126,0.7758687734603882,car
3,480,505,203,177,0.7652903199195862,car
3,1330,181,51,34,0.6814166903495789,car
3,955,128,44,26,0.6595003604888916,car
3,1791,212,79,36,0.5597348213195801,car
3,1870,238,84,28,0.5256147980690002,car
3,482,504,202,183,0.4374845027923584,car
3,1305,121,36,17,0.431782603263855,car
3,1900,243,40,29,0.4292604327201843,car
3,1229,121,44,16,0.4225388169288635,car
3,1349,141,35,25,0.3797485828399658,car
3,1290,152,36,30,0.2718619108200073,car
3,1270,121,33,16,0.2716119885444641,car
3,1822,216,80,30,0.27046650648117065,car
3,1011,116,35,16,0.2626890540122986,car
3,775,449,133,126,0.2515798807144165,car
4,1532,258,258,224,0.9914829134941101,car
4,659,823,229,245,0.9910905957221985,car
4,640,322,99,77,0.9706106781959534,car
4,781,351,104,77,0.9233388900756836,car
4,817,280,99,88,0.9154852628707886,car
4,699,266,80,59,0.8870032429695129,car
4,913,171,49,44,0.8715656399726868,car
4,766,210,74,55,0.8642545342445374,car
4,772,453,137,140,0.8189279437065125,car
4,1327,179,46,34,0.7777707576751709,car
4,1407,178,52,42,0.7426959276199341,car
4,952,128,41,27,0.6841787695884705,car
4,469,516,197,184,0.625471293926239,car
4,469,513,199,182,0.5715934038162231,car
4,1793,212,77,35,0.5627797245979309,car
4,1869,238,83,28,0.5456374287605286,car
4,1225,121,35,16,0.509430468082428,car
4,1901,243,38,29,0.43660372495651245,car
4,1349,141,34,24,0.42425039410591125,car
4,1305,121,35,18,0.4087544083595276,car
4,987,118,27,23,0.3364107608795166,car
4,1407,178,52,42,0.3091698884963989,car
4,1275,121,32,15,0.3084036111831665,car
4,1821,216,78,30,0.3068881630897522,car
4,772,453,137,140,0.29171717166900635,car
4,1015,117,35,16,0.2618962824344635,car
5,1514,251,242,211,0.9897990226745605,car
5,640,325,96,78,0.9694047570228577,car
5,779,354,111,77,0.9505558609962463,car
5,656,851,247,261,0.9057783484458923,car
5,911,173,52,41,0.8709495663642883,car
5,698,267,84,61,0.8445929884910583,car
5,1321,177,43,31,0.8215192556381226,car
5,817,279,98,83,0.8198965787887573,car
5,458,533,206,195,0.8117645382881165,car
5,768,459,138,142,0.7979263067245483,car
5,764,210,76,55,0.7840918302536011,car
5,953,130,47,25,0.6921846866607666,car
5,457,531,207,190,0.5341883897781372,car
5,1791,212,77,34,0.5124180316925049,car
5,1868,238,83,29,0.4705975353717804,car
5,1227,121,31,14,0.44194990396499634,car
5,1399,180,45,46,0.42601367831230164,car
5,1900,243,40,29,0.41908082365989685,car
5,769,453,136,142,0.40448591113090515,car
5,1348,140,32,23,0.38770005106925964,car
5,1824,216,83,30,0.3116777837276459,car
5,1308,120,31,17,0.2950868308544159,car
5,1308,128,37,21,0.27423375844955444,car
5,989,117,26,19,0.2661067545413971,car
5,1276,120,33,14,0.25234463810920715,car
6,1503,242,232,198,0.9908217191696167,car
6,779,359,112,86,0.979418933391571,car
6,636,327,95,77,0.9757868051528931,car
6,651,885,262,274,0.9678481817245483,car
6,448,547,208,196,0.8941236734390259,car
6,698,268,83,62,0.8808093070983887,car
6,766,465,146,145,0.8609597086906433,car
6,816,282,99,85,0.8431477546691895,car
6,763,212,78,56,0.8367208242416382,car
6,911,173,52,42,0.835202157497406,car
6,1320,175,47,31,0.8122960329055786,car
6,951,131,53,26,0.632447361946106,car
6,1790,212,78,34,0.47094425559043884,car
6,1232,121,37,16,0.4509032368659973,car
6,1867,238,84,29,0.4472508728504181,car
6,1899,243,41,29,0.384269118309021,car
6,1826,216,87,31,0.3220169246196747,car
6,451,536,210,198,0.29914945363998413,car
6,1310,120,36,18,0.29452094435691833,car
6,989,118,25,18,0.28057315945625305,car
6,1017,117,36,17,0.27535536885261536,car
7,1488,234,214,195,0.9895958304405212,car
7,777,362,117,87,0.9815205335617065,car
7,642,919,272,299,0.9806907176971436,car
7,633,329,101,80,0.9604447484016418,car
7,697,268,82,63,0.8682317733764648,car
7,909,175,56,41,0.849775493144989,car
7,435,562,222,194,0.8398796319961548,car
7,761,212,78,55,0.8193095922470093,car
7,815,284,99,100,0.8167835474014282,car
7,763,471,143,155,0.702997088432312,car
7,1316,172,44,29,0.6406999826431274,car
7,948,132,48,27,0.6372577548027039,car
7,433,556,219,207,0.5775038599967957,car
7,764,470,141,157,0.4995477497577667,car
7,1790,212,77,34,0.42541855573654175,car
7,1237,120,35,15,0.42385366559028625,car
7,1868,238,85,29,0.41990184783935547,car
7,1899,243,41,29,0.36978885531425476,car
7,990,117,26,19,0.34486377239227295,car
7,1826,216,86,31,0.31017982959747314,car
7,1309,120,36,17,0.27047988772392273,car
7,1018,117,33,16,0.2560737729072571,car
7,1283,146,32,23,0.2504156827926636,car
8,636,941,280,276,0.9868388772010803,car
8,1472,227,213,184,0.9854238033294678,car
8,777,365,119,88,0.9852096438407898,car
8,629,335,97,82,0.9632938504219055,car
8,696,272,80,61,0.8974443078041077,car
8,420,577,242,208,0.8412997126579285,car
8,907,177,55,42,0.8147372603416443,car
8,760,213,80,57,0.8146946430206299,car
8,760,482,146,150,0.8100659847259521,car
8,1312,170,44,30,0.7679468393325806,car
8,814,285,105,97,0.7244533896446228,car
8,946,131,49,29,0.49925360083580017,car
8,760,482,146,150,0.4563754200935364,car
8,1868,238,84,29,0.4535362124443054,car
8,1790,212,77,35,0.42917686700820923,car
8,420,577,234,211,0.37610262632369995,car
8,1281,146,35,22,0.3672372102737427,car
8,1900,244,40,28,0.35996565222740173,car
8,989,118,25,18,0.3396241366863251,car
8,1240,121,32,14,0.2825056314468384,car
8,1824,216,83,31,0.27824369072914124,car
8,1018,117,33,17,0.26297369599342346,car
9,628,958,284,243,0.9934439063072205,car
9,1462,219,199,175,0.9897817373275757,car
9,774,369,121,92,0.9841456413269043,car
9,628,338,102,83,0.9765626192092896,car
9,756,491,148,156,0.960701584815979,car
9,694,273,84,62,0.917263925075531,car
9,904,179,54,44,0.8947361707687378,car
9,814,286,104,101,0.8883994221687317,car
9,758,214,81,57,0.8641179203987122,car
9,1312,169,47,25,0.8004694581031799,car
9,404,597,251,220,0.6925749778747559,car
9,945,132,53,29,0.5632202625274658,car
9,405,596,244,220,0.5473794937133789,car
9,1017,119,36,18,0.5076926946640015,car
9,1868,238,84,29,0.4623209834098816,car
9,1790,212,78,36,0.456345796585083,car
9,1900,244,40,28,0.35935190320014954,car
