frame,x,y,w,h,confidence,name
1,926,292,154,81,0.9505873322486877,car
1,600,199,110,50,0.8798572421073914,car
1,1517,277,200,71,0.7844536900520325,car
1,55,220,110,46,0.7401334047317505,car
1,1279,237,202,71,0.6411445140838623,car
1,1646,303,251,85,0.5822822451591492,car
1,1866,243,107,64,0.5479646325111389,car
1,1449,268,202,71,0.5159928202629089,car
1,354,132,46,50,0.4822874665260315,car
1,1131,199,105,51,0.4817006289958954,car
1,52,172,104,150,0.42828086018562317,car
1,1354,259,180,66,0.4279792308807373,car
1,1269,237,175,76,0.34609073400497437,car
1,227,109,61,24,0.27125924825668335,car
2,904,287,148,73,0.9708799123764038,car
2,595,200,109,48,0.9360970854759216,car
2,56,219,112,48,0.7779315114021301,car
2,1512,278,190,70,0.7499171495437622,car
2,1866,243,107,64,0.5869112610816956,car
2,1646,304,254,85,0.5802793502807617,car
2,1280,238,200,73,0.5685591101646423,car
2,1445,268,197,70,0.53451007604599,car
2,1348,258,171,67,0.4994308054447174,car
2,350,134,48,45,0.48463407158851624,car
2,52,172,105,152,0.4838128089904785,car
2,1270,237,176,75,0.4308893084526062,car
2,1132,198,102,53,0.41479000449180603,car
2,227,97,66,51,0.2856051027774811,car
3,882,283,145,71,0.9778271913528442,car
3,593,199,113,51,0.9410117268562317,car
3,55,220,111,46,0.8356592059135437,car
3,1511,278,194,70,0.7635538578033447,car
3,348,139,48,32,0.5825059413909912,car
3,1280,238,198,73,0.5785717964172363,car
3,1866,243,107,64,0.5759097337722778,car
3,1349,258,169,67,0.561725914478302,car
3,1648,304,250,86,0.5446222424507141,car
3,1446,267,196,69,0.5381039381027222,car
3,52,171,104,153,0.44934719800949097,car
3,1271,237,172,75,0.43722841143608093,car
3,1132,198,101,54,0.40105587244033813,car
3,228,110,51,26,0.3089192509651184,car
3,119,90,80,32,0.26129209995269775,car
4,864,280,140,69,0.9909519553184509,car
4,587,198,112,52,0.955969512462616,car
4,55,219,111,47,0.838085949420929,car
4,1512,277,194,69,0.7433097958564758,car
4,1866,243,107,65,0.5604290962219238,car
4,346,140,46,27,0.5506405830383301,car
4,1278,238,197,73,0.5474987626075745,car
4,1648,304,249,86,0.5299644470214844,car
4,1445,268,196,68,0.5166236162185669,car
4,52,172,105,152,0.5123614072799683,car
4,1349,258,171,67,0.5078827142715454,car
4,1270,238,172,76,0.4653095006942749,car
4,1132,198,101,53,0.40365859866142273,car
4,225,99,68,50,0.2523518204689026,car
5,847,275,138,69,0.975041925907135,car
5,581,197,109,51,0.9329085946083069,car
5,55,219,111,48,0.8130759596824646,car
5,1513,278,189,71,0.8035126328468323,car
5,342,140,49,22,0.7138963937759399,car
5,1280,238,200,72,0.6618480682373047,car
5,1648,303,241,85,0.6244555115699768,car
5,1866,242,107,65,0.5702180862426758,car
5,1441,268,202,70,0.5436847805976868,car
5,1132,199,102,52,0.5350750088691711,car
5,52,172,105,152,0.5152081847190857,car
5,1356,258,180,67,0.5009702444076538,car
