frame,x,y,w,h,confidence,name
1,1978,1305,180,104,0.9649981260299683,car
1,2392,1389,120,60,0.9229544401168823,car
1,425,763,147,81,0.9071915149688721,car
1,556,807,220,100,0.8749961853027344,car
1,345,705,217,106,0.763556957244873,car
1,1246,1198,480,251,0.6992262601852417,car
1,1246,1198,480,251,0.5920088291168213,car
1,232,691,73,56,0.32975128293037415,car
1,725,672,123,55,0.3253117799758911,car
1,605,651,116,60,0.3045179545879364,car
1,961,707,86,42,0.2901191711425781,car
1,176,644,69,52,0.28109338879585266,car
2,1945,1302,176,100,0.9652805328369141,car
2,2381,1388,120,61,0.9474125504493713,car
2,427,764,148,78,0.9028128981590271,car
2,554,807,212,101,0.8383089900016785,car
2,1159,1195,488,281,0.8266918063163757,car
2,344,705,219,105,0.7635979652404785,car
2,1159,1195,488,281,0.3439766466617584,car
2,724,672,123,55,0.31882426142692566,car
2,232,691,73,56,0.31857502460479736,car
2,604,651,115,60,0.30858924984931946,car
2,961,707,86,42,0.28010842204093933,car
2,177,644,66,51,0.2596219778060913,car
3,1920,1296,187,111,0.9641313552856445,car
3,425,763,147,81,0.9096739888191223,car
3,2374,1385,128,69,0.8701574802398682,car
3,554,807,210,102,0.8311382532119751,car
3,1073,1192,512,312,0.790928304195404,car
3,346,706,218,105,0.7729120850563049,car
3,1073,1192,512,312,0.4491621255874634,car
3,232,691,73,56,0.3392481207847595,car
3,177,645,64,49,0.29539796710014343,car
3,725,673,121,54,0.2952673137187958,car
3,606,651,114,60,0.29271477460861206,car
3,960,707,87,42,0.28087010979652405,car
4,1885,1291,200,115,0.9787046909332275,car
4,2350,1384,121,68,0.9206759929656982,car
4,425,763,147,81,0.9088377952575684,car
4,556,807,219,99,0.8649367690086365,car
4,346,706,217,106,0.7722625136375427,car
4,972,1192,606,330,0.6461373567581177,car
4,971,1194,594,341,0.598128080368042,car
4,232,691,73,56,0.3130621016025543,car
4,605,651,114,60,0.3065440356731415,car
4,725,672,121,55,0.286125510931015,car
4,176,645,67,51,0.2754516303539276,car
4,960,707,86,42,0.25910720229148865,car
5,1854,1285,201,118,0.9806064963340759,car
5,555,807,224,102,0.9110836982727051,car
5,426,763,148,81,0.9048520922660828,car
5,2331,1380,123,72,0.8977171778678894,car
5,346,705,218,105,0.7861186861991882,car
5,860,1192,689,365,0.7667562961578369,car
5,864,1176,668,370,0.49169424176216125,car
5,605,651,115,60,0.286587119102478,car
5,232,690,73,55,0.28100964426994324,car
5,177,645,66,52,0.2510082721710205,car
6,1823,1281,204,124,0.9802423715591431,car
6,555,807,222,102,0.9046390652656555,car
6,425,763,147,81,0.8972849249839783,car
6,344,706,219,106,0.7753491401672363,car
6,2308,1379,136,74,0.7169870734214783,car
6,726,1190,763,388,0.6825188994407654,car
6,731,1175,729,386,0.6270105242729187,car
6,604,651,115,62,0.3224751055240631,car
6,232,691,73,56,0.2712993323802948,car
