frame,x,y,w,h,confidence,name
1,1632,651,310,269,0.9908739328384399,car
1,1391,445,229,178,0.9874483346939087,car
1,1099,171,134,110,0.9448338747024536,car
1,612,128,101,68,0.8344174027442932,car
1,1014,114,75,56,0.7574621438980103,car
1,937,118,65,38,0.7466978430747986,car
1,743,106,100,76,0.6966618895530701,car
1,872,101,79,70,0.6208276748657227,car
1,743,106,100,76,0.42086848616600037,car
1,872,104,79,69,0.34054329991340637,car
1,605,88,89,49,0.25229957699775696,car
2,1632,650,310,269,0.9908279180526733,car
2,1391,444,229,177,0.9866057634353638,car
2,1099,171,134,110,0.9500321745872498,car
2,612,128,99,68,0.8298838138580322,car
2,937,117,64,39,0.7887951731681824,car
2,1014,114,73,56,0.7648709416389465,car
2,743,105,104,77,0.6981772184371948,car
2,872,101,78,70,0.5824698209762573,car
2,872,105,79,67,0.4535064995288849,car
2,743,105,104,77,0.4310688376426697,car
2,604,88,91,49,0.25140517950057983,car
3,1632,650,312,271,0.9909629225730896,car
3,1390,444,231,177,0.9853358864784241,car
3,1099,170,133,111,0.9592992067337036,car
3,613,127,97,67,0.8592816591262817,car
3,1014,114,75,58,0.80161452293396,car
3,743,106,98,77,0.8004494309425354,car
3,936,117,65,41,0.7277585864067078,car
3,873,105,80,66,0.5805720090866089,car
3,873,101,78,71,0.30661314725875854,car
3,743,107,102,78,0.2783694267272949,car
3,606,88,90,49,0.27571505308151245,car
4,1390,444,229,177,0.9906030893325806,car
4,1632,651,310,270,0.9892086982727051,car
4,1098,170,133,111,0.9610710740089417,car
4,612,127,97,68,0.8706203103065491,car
4,742,106,99,77,0.8500828146934509,car
4,1014,113,71,57,0.8244496583938599,car
4,936,117,67,40,0.7948324680328369,car
4,870,105,75,63,0.6531797647476196,car
4,669,114,46,51,0.34765172004699707,car
4,605,88,91,49,0.27450305223464966,car
4,742,106,102,79,0.2559957802295685,car
5,1390,444,229,177,0.9892171025276184,car
5,1631,652,314,269,0.9882557392120361,car
5,1099,170,132,110,0.9510144591331482,car
5,744,108,95,77,0.872627317905426,car
5,1014,113,73,56,0.8457252979278564,car
5,935,117,65,40,0.828175961971283,car
5,612,127,97,68,0.8217465877532959,car
5,869,106,75,60,0.7848096489906311,car
5,669,115,40,43,0.3823298513889313,car
6,1390,444,229,177,0.9908237457275391,car
6,1630,651,313,267,0.9895133972167969,car
6,1099,169,133,111,0.9550426006317139,car
6,612,126,98,69,0.8466658592224121,car
6,1015,113,72,56,0.844506561756134,car
6,934,117,66,40,0.8274742960929871,car
6,742,110,99,76,0.7767651677131653,car
6,869,105,77,61,0.6926059126853943,car
6,669,115,43,46,0.4330510199069977,car
6,869,105,78,59,0.3066053092479706,car
6,742,110,99,76,0.28182387351989746,car
7,1390,444,229,177,0.9908609390258789,car
7,1631,652,312,265,0.9897206425666809,car
7,1099,170,134,110,0.9597551226615906,car
7,612,126,100,69,0.8536937832832336,car
7,742,110,101,78,0.8474894165992737,car
7,1014,113,73,56,0.8362159729003906,car
7,934,117,66,39,0.8268424272537231,car
7,867,105,78,62,0.6466583609580994,car
7,669,115,43,45,0.49048131704330444,car
7,867,105,78,60,0.33132922649383545,car
8,1391,444,230,177,0.9906798601150513,car
8,1631,652,316,268,0.9892753958702087,car
8,1099,170,134,110,0.958737850189209,car
8,742,111,101,78,0.8627629280090332,car
8,611,127,97,66,0.8499404191970825,car
8,1014,113,74,57,0.8087299466133118,car
8,934,117,68,39,0.7686605453491211,car
8,867,105,76,61,0.751524031162262,car
8,669,113,44,46,0.5436854958534241,car
9,1390,444,229,176,0.9906913638114929,car
9,1631,651,317,270,0.9887610673904419,car
9,1099,170,133,109,0.9596889019012451,car
9,611,128,98,66,0.8675258755683899,car
9,741,112,103,81,0.8271994590759277,car
9,1014,114,74,58,0.8067613840103149,car
9,866,105,79,63,0.792369544506073,car
9,934,118,68,38,0.7713021636009216,car
9,668,113,47,50,0.6401633620262146,car
9,606,88,87,49,0.265608012676239,car
