frame,x,y,w,h,confidence,name
1,406,354,203,114,0.989499032497406,car
1,215,359,191,111,0.9871650338172913,car
1,816,107,64,32,0.9156076312065125,car
1,259,222,115,63,0.8970246911048889,car
1,867,211,109,53,0.8876071572303772,car
1,485,81,61,27,0.7399546504020691,car
1,182,122,28,26,0.7023764848709106,car
1,659,123,101,55,0.6498963236808777,car
1,881,119,62,31,0.6484110355377197,car
1,169,587,320,240,0.6077868938446045,car
1,717,69,81,26,0.49913519620895386,car
1,1127,178,50,42,0.4176599383354187,car
1,168,594,318,247,0.40509873628616333,car
1,520,58,38,21,0.3927786946296692,car
1,216,177,383,200,0.3152136206626892,car
1,923,114,29,18,0.27746137976646423,car
1,610,69,76,28,0.2772562503814697,car
1,995,126,39,15,0.2559297978878021,car
2,215,359,194,109,0.9904223680496216,car
2,470,329,190,107,0.9730980396270752,car
2,890,206,101,53,0.9291256070137024,car
2,810,107,66,32,0.8593994379043579,car
2,226,229,125,63,0.834650993347168,car
2,271,534,350,227,0.8118266463279724,car
2,637,133,94,44,0.8016883730888367,car
2,873,118,66,32,0.7560226917266846,car
2,485,81,61,26,0.7540733218193054,car
2,271,534,350,227,0.463779091835022,car
2,610,69,78,27,0.3736909031867981,car
2,226,230,128,67,0.3694875240325928,car
2,717,68,75,26,0.3515651822090149,car
2,183,123,31,26,0.3501130938529968,car
2,1130,176,50,41,0.33296504616737366,car
2,671,113,62,32,0.3259187638759613,car
2,187,185,374,244,0.3203144669532776,car
2,520,59,38,20,0.3182193636894226,car
2,991,124,45,18,0.27605974674224854,car
3,215,359,194,109,0.9918922185897827,car
3,498,320,184,103,0.9909290671348572,car
3,208,237,121,68,0.9282228350639343,car
3,806,107,67,31,0.9137604832649231,car
3,320,510,343,228,0.9122072458267212,car
3,628,135,100,44,0.849407970905304,car
3,901,204,96,54,0.8480126857757568,car
3,485,80,61,27,0.8137759566307068,car
3,869,118,66,31,0.6293890476226807,car
3,610,70,78,28,0.42482197284698486,car
3,717,68,77,26,0.40678396821022034,car
3,661,115,71,36,0.3847719132900238,car
3,520,59,39,20,0.3698839247226715,car
3,183,173,366,234,0.2903910279273987,car
3,318,510,348,233,0.2767564356327057,car
3,183,123,31,26,0.27570685744285583,car
3,1047,124,26,14,0.2513010799884796,car
4,551,301,171,98,0.9937021136283875,car
4,215,359,196,112,0.9914601445198059,car
4,608,135,102,47,0.9254295229911804,car
4,420,464,330,201,0.9075061082839966,car
4,799,107,66,32,0.8771411180496216,car
4,918,200,94,50,0.8366923332214355,car
4,485,80,61,27,0.8212881088256836,car
4,173,247,130,72,0.7808492183685303,car
4,856,120,67,30,0.6801335215568542,car
4,655,114,65,32,0.6464099884033203,car
