frame,x,y,w,h,confidence,name
1,632,233,96,52,0.9866681098937988,car
1,335,179,64,38,0.9331430792808533,car
1,499,143,69,29,0.8122245669364929,car
1,28,714,57,135,0.6575684547424316,car
1,137,244,56,47,0.6226845383644104,car
1,677,143,58,34,0.539010226726532,car
1,184,194,42,37,0.5255882143974304,car
1,780,124,52,36,0.4255755841732025,car
1,160,162,36,24,0.42120081186294556,car
1,586,141,78,47,0.40324464440345764,car
1,826,120,43,27,0.37570837140083313,car
1,734,124,60,45,0.29241621494293213,car
1,584,121,68,27,0.2754371762275696,car
1,586,141,78,48,0.26776090264320374,car
1,25,531,50,140,0.25897908210754395,car
2,616,228,95,51,0.9658496975898743,car
2,326,178,68,42,0.9210017919540405,car
2,499,143,69,29,0.8301951885223389,car
2,186,191,41,35,0.7325635552406311,car
2,28,714,57,133,0.6714399456977844,car
2,135,244,60,49,0.6651343107223511,car
2,677,143,59,34,0.6198744177818298,car
2,152,162,38,22,0.5290723443031311,car
2,823,121,41,26,0.43623462319374084,car
2,779,124,55,35,0.39723020792007446,car
2,586,138,78,51,0.3823484480381012,car
2,586,138,78,53,0.34302595257759094,car
2,24,530,49,139,0.27865466475486755,car
2,734,133,50,37,0.27587535977363586,car
2,746,125,76,42,0.26745277643203735,car
3,601,225,93,49,0.9755412936210632,car
3,321,178,62,41,0.8882943391799927,car
3,499,143,69,29,0.8509257435798645,car
3,133,244,63,50,0.6850406527519226,car
3,29,714,58,132,0.679146409034729,car
3,189,194,40,39,0.6604928374290466,car
3,677,144,57,29,0.5627928972244263,car
3,586,139,78,50,0.4782148003578186,car
3,824,120,40,26,0.4430891275405884,car
3,779,124,59,35,0.4410848617553711,car
3,148,163,37,22,0.3441499173641205,car
3,24,531,49,138,0.3326481878757477,car
3,584,122,70,29,0.29408854246139526,car
3,747,124,75,39,0.25144028663635254,car
4,313,177,59,42,0.8869974613189697,car
4,499,143,69,29,0.8390536904335022,car
4,588,220,92,44,0.8322712182998657,car
4,192,192,42,36,0.7410764098167419,car
4,135,245,64,52,0.7410506010055542,car
4,29,714,58,133,0.6739407777786255,car
4,586,139,78,48,0.4668785631656647,car
4,780,124,58,35,0.4458295702934265,car
4,678,144,59,31,0.4371021091938019,car
4,823,120,42,27,0.42479053139686584,car
4,143,164,37,24,0.4079340100288391,car
4,24,531,49,138,0.36648300290107727,car
4,583,122,70,29,0.26897886395454407,car
4,748,124,74,41,0.2687295973300934,car
5,575,217,92,45,0.968987226486206,car
5,307,176,54,41,0.894707202911377,car
5,499,143,69,29,0.8312749266624451,car
5,134,244,66,52,0.7254974842071533,car
5,29,714,58,134,0.6724313497543335,car
5,195,193,42,39,0.6544631719589233,car
5,586,143,78,43,0.5375148057937622,car
5,677,144,58,31,0.5363919734954834,car
5,138,164,40,24,0.4234987497329712,car
5,24,530,49,137,0.3937329947948456,car
5,779,124,59,36,0.3894042670726776,car
5,823,120,41,25,0.33253756165504456,car
5,582,121,69,27,0.3133372366428375,car
5,747,124,78,40,0.3022597134113312,car
