frame,x,y,w,h,confidence,name
2,23,508,47,74,0.37921005487442017,car
3,43,503,86,73,0.908370316028595,car
4,60,503,121,68,0.8955667018890381,car
5,81,501,138,68,0.9821022748947144,car
6,120,500,146,66,0.9803586602210999,car
7,156,497,149,68,0.9776671528816223,car
8,192,494,146,69,0.9754580855369568,car
9,230,493,152,67,0.9819077253341675,car
10,264,492,150,69,0.9801188111305237,car
11,302,492,152,69,0.9254888892173767,car
12,336,491,152,68,0.9691777229309082,car
13,374,490,152,67,0.9873018860816956,car
14,408,488,155,69,0.9849680066108704,car
15,446,488,153,69,0.9826231002807617,car
16,482,487,154,69,0.992614209651947,car
17,517,487,156,68,0.9895578026771545,car
18,554,486,156,68,0.973086953163147,car
19,588,486,157,72,0.9824685454368591,car
20,626,486,157,71,0.9908919930458069,car
21,661,487,159,70,0.9917942881584167,car
22,699,486,158,67,0.9913167357444763,car
23,733,487,159,72,0.9918521046638489,car
24,770,487,156,71,0.9929068088531494,car
25,804,488,159,72,0.9846230149269104,car
26,840,488,161,73,0.993117094039917,car
27,879,487,162,75,0.992692232131958,car
28,912,489,160,75,0.9895768761634827,car
29,948,492,164,72,0.9926994442939758,car
30,986,495,162,72,0.9803389310836792,car
31,1018,496,159,72,0.9869816303253174,car
32,1053,497,164,75,0.9870088696479797,car
33,1091,498,164,76,0.9593557119369507,car
34,1126,501,166,80,0.9766438007354736,car
35,1158,502,165,77,0.9885451197624207,car
36,1194,505,165,79,0.9858794212341309,car
37,1212,508,135,83,0.9552056789398193,car
38,1229,509,100,81,0.8295241594314575,car
39,1246,510,68,79,0.8911161422729492,car
39,1090,134,24,17,0.3413402736186981,car
40,1265,509,29,83,0.6790925860404968,car
40,945,105,33,22,0.25067955255508423,car
41,947,104,34,20,0.3329712450504303,car
42,947,104,32,20,0.26138097047805786,car
43,1079,132,19,18,0.2875105142593384,car
44,949,105,35,22,0.2570962905883789,car
44,1079,131,20,17,0.2519369423389435,car
45,1078,131,20,17,0.26999279856681824,car
46,951,105,39,23,0.3844033479690552,car
46,1075,131,22,17,0.258677214384079,car
47,950,105,39,23,0.3487999439239502,car
48,950,106,39,24,0.500409722328186,car
49,949,106,37,24,0.5151587724685669,car
50,949,107,38,26,0.6016290187835693,car
51,950,107,40,25,0.4059225022792816,car
52,950,107,38,24,0.3974289894104004,car
53,949,107,37,25,0.4619792103767395,car
54,950,107,40,25,0.5407031178474426,car
55,950,107,38,25,0.2986336052417755,car
56,950,107,40,25,0.5248350501060486,car
57,951,107,40,25,0.38591814041137695,car
58,951,107,40,25,0.40809473395347595,car
59,952,107,39,25,0.35738641023635864,car
60,953,107,37,25,0.2903841435909271,car
63,951,113,38,24,0.3096429705619812,car
83,977,119,27,19,0.27989721298217773,car
84,977,120,28,19,0.374889612197876,car
97,990,125,31,16,0.38167306780815125,car
98,991,126,31,18,0.4320415258407593,car
99,991,126,33,18,0.5385475754737854,car
100,993,126,28,18,0.3768743574619293,car
101,995,125,26,19,0.2822180688381195,car
102,995,126,30,20,0.3846406042575836,car
103,995,126,30,20,0.5447229146957397,car
104,996,127,29,20,0.44301673769950867,car
107,999,131,32,23,0.37628334760665894,car
108,999,131,33,23,0.31340160965919495,car
109,999,131,34,23,0.267630010843277,car
111,1002,133,32,22,0.36963310837745667,car
112,1002,134,30,22,0.40820133686065674,car
113,1002,133,32,23,0.4987722337245941,car
114,1002,133,30,22,0.44384849071502686,car
114,1013,133,21,19,0.26835060119628906,car
115,1004,135,34,22,0.3271261751651764,car
116,1003,136,39,24,0.4174470901489258,car
117,1004,135,32,23,0.5078653693199158,car
118,1017,135,24,20,0.40342146158218384,car
118,1003,135,22,22,0.3131924569606781,car
120,1003,136,31,23,0.36369869112968445,car
120,1013,136,25,21,0.2957625389099121,car
124,1017,137,25,19,0.32842084765434265,car
124,1003,137,26,21,0.26583945751190186,car
125,1018,138,28,20,0.38158345222473145,car
125,1002,138,27,20,0.32945939898490906,car
126,1020,138,25,19,0.3626689016819,car
127,1020,139,26,21,0.47257348895072937,car
128,1019,139,27,20,0.4287330210208893,car
129,1021,141,26,20,0.4842066764831543,car
129,991,137,21,21,0.37738120555877686,car
130,1023,142,26,19,0.4254818558692932,car
130,993,138,23,20,0.3606569766998291,car
131,1023,142,28,19,0.37528684735298157,car
132,1022,142,28,19,0.5788493752479553,car
132,990,138,19,21,0.3363379240036011,car
133,1023,143,27,18,0.6584237813949585,car
133,991,139,18,20,0.3933503329753876,car
134,1024,143,29,17,0.5502285361289978,car
134,994,140,22,18,0.3659333288669586,car
135,1024,143,27,19,0.5413299202919006,car
135,991,139,19,18,0.317493200302124,car
136,1025,144,26,20,0.5362917184829712,car
136,993,139,21,20,0.308075487613678,car
137,1025,144,27,20,0.5422102212905884,car
137,993,141,21,20,0.35321947932243347,car
138,1026,144,30,19,0.5365701913833618,car
138,995,141,24,19,0.4484613835811615,car
139,1027,144,26,19,0.5276699662208557,car
139,996,141,25,17,0.4853651821613312,car
140,1028,144,26,20,0.42340534925460815,car
