frame,x,y,w,h,confidence,name
1,229,515,154,55,0.9625274538993835,car
1,201,288,85,35,0.7996660470962524,car
1,283,334,125,72,0.7817258238792419,car
2,263,518,155,58,0.9794460535049438,car
2,187,292,61,34,0.8293672800064087,car
2,313,329,123,70,0.672084391117096,car
2,152,301,26,27,0.4017295241355896,car
2,312,329,125,71,0.3927921950817108,car
3,300,518,157,58,0.9716938734054565,car
3,152,299,79,33,0.8475984930992126,car
3,345,322,125,64,0.7530249357223511,car
3,68,725,106,52,0.3393103778362274,car
3,342,321,127,62,0.3215535283088684,car
4,336,518,164,60,0.9720017313957214,car
4,127,303,83,36,0.8824048042297363,car
4,69,724,108,52,0.4099719226360321,car
4,373,317,122,65,0.29394981265068054,car
5,373,518,161,59,0.972487211227417,car
5,95,308,89,37,0.7996060848236084,car
5,400,314,119,67,0.6087871789932251,car
5,400,314,119,67,0.4633120894432068,car
5,69,724,107,52,0.3144213557243347,car
6,409,515,163,59,0.9416285753250122,car
6,68,310,89,37,0.7283112406730652,car
6,428,308,111,67,0.6603665351867676,car
6,69,723,106,50,0.36967700719833374,car
6,428,308,111,67,0.32039856910705566,car
7,450,518,166,56,0.8641478419303894,car
7,454,303,108,64,0.6141415238380432,car
7,454,303,113,64,0.4135388731956482,car
7,69,721,109,51,0.3877792954444885,car
7,43,315,85,39,0.3240494132041931,car
8,486,514,163,59,0.9786343574523926,car
8,479,298,107,61,0.7536316514015198,car
8,28,317,57,34,0.6056349277496338,car
8,479,298,107,61,0.4255484342575073,car
9,525,514,165,59,0.9799686670303345,car
9,505,293,104,58,0.6324173808097839,car
9,505,293,104,58,0.5626949667930603,car
9,13,321,26,40,0.5259832143783569,car
9,11,380,22,57,0.3737347424030304,car
10,563,518,159,58,0.9668402075767517,car
10,31,377,63,47,0.9568440318107605,car
10,529,290,102,62,0.5933259129524231,car
10,529,290,102,62,0.5554598569869995,car
10,72,720,113,50,0.3120606243610382,car
11,603,518,166,58,0.9761694669723511,car
11,51,372,103,45,0.9662244319915771,car
11,551,285,103,58,0.5932430028915405,car
11,550,285,103,59,0.5557618737220764,car
12,87,366,103,43,0.9899218678474426,car
12,642,518,164,59,0.986336886882782,car
12,573,282,98,55,0.6371434926986694,car
12,1228,445,81,23,0.46173155307769775,car
12,572,283,95,58,0.4185878336429596,car
13,679,520,166,62,0.9891178607940674,car
13,124,361,100,42,0.9469181895256042,car
13,594,281,94,56,0.6445779204368591,car
13,593,280,97,53,0.5802170634269714,car
14,717,523,170,63,0.994951069355011,car
14,160,355,98,43,0.9875919818878174,car
14,613,278,93,56,0.6953738927841187,car
14,614,278,92,56,0.420570969581604,car
15,194,349,95,41,0.9542122483253479,car
15,755,525,172,59,0.9497097134590149,car
15,633,274,91,53,0.6053512096405029,car
15,792,205,37,27,0.3787333071231842,car
15,68,723,104,51,0.3675045967102051,car
15,633,275,87,54,0.34161147475242615,car
16,227,342,92,43,0.9903188943862915,car
16,793,523,166,63,0.9772546291351318,car
16,652,270,91,53,0.7465395331382751,car
16,68,724,103,50,0.3109110891819,car
16,696,308,25,28,0.30744534730911255,car
16,781,206,29,24,0.2830810546875,car
17,260,336,93,40,0.9884006977081299,car
17,833,524,174,65,0.9825886487960815,car
17,670,267,86,54,0.6533956527709961,car
17,670,267,86,54,0.5391193628311157,car
17,696,308,27,28,0.4064693748950958,car
17,775,206,40,29,0.3166400194168091,car
18,870,527,171,59,0.9957848787307739,car
18,291,330,87,42,0.9896186590194702,car
18,691,263,83,54,0.7447724342346191,car
18,691,263,83,54,0.4136252701282501,car
18,766,207,43,26,0.2983551025390625,car
18,698,306,25,27,0.28658267855644226,car
19,908,528,176,65,0.9956713318824768,car
19,323,323,89,38,0.989937424659729,car
19,707,261,84,57,0.683866560459137,car
19,707,261,84,57,0.45806288719177246,car
19,755,208,46,30,0.4167879521846771,car
20,949,529,172,65,0.9927306175231934,car
20,352,318,87,38,0.9892415404319763,car
20,744,210,49,28,0.7372100949287415,car
20,724,259,82,56,0.6804166436195374,car
20,723,257,77,52,0.6029210686683655,car
20,69,721,106,50,0.43145012855529785,car
20,975,125,20,14,0.28001874685287476,car
21,989,531,173,67,0.9901860356330872,car
21,380,312,85,42,0.981863260269165,car
21,740,253,84,50,0.7150021195411682,car
21,737,252,79,50,0.5151752233505249,car
21,728,213,45,23,0.4296276569366455,car
22,1028,534,179,68,0.9930458664894104,car
22,409,307,81,37,0.9885626435279846,car
22,722,213,50,29,0.7007266283035278,car
22,755,250,75,45,0.623824954032898,car
22,755,250,76,45,0.5111080408096313,car
23,1066,540,177,66,0.994611918926239,car
23,436,305,76,38,0.9834397435188293,car
23,769,249,68,48,0.8622721433639526,car
23,14,380,28,50,0.7505557537078857,car
23,708,215,48,23,0.673313319683075,car
24,1105,542,182,64,0.9945391416549683,car
24,461,300,77,35,0.968036949634552,car
24,33,373,66,55,0.8709504008293152,car
24,697,218,54,29,0.7843939065933228,car
24,784,248,71,47,0.7505468726158142,car
24,784,248,71,47,0.31792646646499634,car
25,1146,547,181,66,0.9938147664070129,car
25,487,297,75,37,0.9665863513946533,car
25,797,246,71,47,0.7384474873542786,car
25,54,373,109,65,0.5767942667007446,car
25,683,220,53,26,0.558882474899292,car
25,54,373,109,65,0.5479815006256104,car
25,797,245,71,47,0.3746093213558197,car
26,1185,549,182,71,0.9895069599151611,car
26,511,293,76,36,0.9567024111747742,car
26,77,364,131,58,0.9241636395454407,car
26,671,223,54,26,0.7459221482276917,car
26,813,244,71,46,0.619780957698822,car
26,810,244,71,45,0.35072657465934753,car
27,534,289,73,36,0.9860719442367554,car
27,1207,550,145,71,0.9726600050926208,car
27,657,225,50,28,0.6853103041648865,car
27,114,357,130,57,0.6093961596488953,car
27,114,357,130,57,0.5533782243728638,car
27,823,241,61,43,0.4790545701980591,car
27,823,241,61,43,0.3125685453414917,car
28,1225,550,109,68,0.9660890102386475,car
28,556,284,68,35,0.9643285870552063,car
28,642,226,55,28,0.8429315090179443,car
28,152,349,128,55,0.7895529270172119,car
28,151,352,127,56,0.3932499885559082,car
28,838,237,49,40,0.27087485790252686,car
29,578,280,67,33,0.9288711547851562,car
29,189,343,130,54,0.8273990154266357,car
29,629,226,55,30,0.8184534907341003,car
29,1245,556,69,68,0.803777813911438,car
29,844,234,52,40,0.3592171370983124,car
29,189,343,126,56,0.30054977536201477,car
30,601,274,66,34,0.9347212314605713,car
30,223,337,130,54,0.7897157073020935,car
30,606,230,45,27,0.571881890296936,car
30,1265,558,30,62,0.5377756357192993,car
30,223,337,130,54,0.3453352451324463,car
30,846,232,31,41,0.2587132751941681,car
30,846,232,31,41,0.2568248212337494,car
31,621,271,64,33,0.9675731658935547,car
31,598,230,60,34,0.8936116695404053,car
31,256,330,118,54,0.8563690781593323,car
31,256,333,116,56,0.3413582146167755,car
32,641,268,64,32,0.9230101108551025,car
32,288,323,119,51,0.8445190191268921,car
32,582,231,62,30,0.8050335049629211,car
32,289,323,119,51,0.3010464012622833,car
33,658,265,60,30,0.960658073425293,car
33,319,319,114,53,0.8777454495429993,car
33,567,235,62,29,0.7931536436080933,car
33,321,319,115,49,0.2909930646419525,car
33,6,504,13,65,0.26247891783714294,car
34,677,263,60,30,0.9276178479194641,car
34,350,312,111,49,0.868846595287323,car
34,548,236,65,31,0.8305128812789917,car
34,22,503,44,54,0.6886970400810242,car
34,350,315,112,52,0.3660733103752136,car
34,695,305,25,31,0.25701361894607544,car
35,694,260,57,31,0.8590768575668335,car
35,379,310,110,50,0.8445017337799072,car
35,531,241,63,31,0.6742811799049377,car
35,38,492,76,79,0.5202432870864868,car
